row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
b) Vay dài hạn,b) Vay dài hạn,b) Vay dài hạn,,,,,,,,,,,,
Trên 1 năm đến 5 năm,b) Vay dài hạn > Trên 1 năm đến 5 năm,Trên 1 năm đến 5 năm,1.217.322.060.025,1.217.322.060.025,1.456.358.613.226,1.336.474.643.371,1.097.438.090.170,1.097.438.090.170,1217322060025.0,1217322060025.0,1456358613226.0,1336474643371.0,1097438090170.0,1097438090170.0
Trên 5 năm,b) Vay dài hạn > Trên 5 năm,Trên 5 năm,2.900.112.000.000,2.900.112.000.000,3.330.220.869.188,2.741.795.520.988,2.311.686.651.800,2.311.686.651.800,2900112000000.0,2900112000000.0,3330220869188.0,2741795520988.0,2311686651800.0,2311686651800.0
Cộng,b) Vay dài hạn > Cộng,Cộng,4.117.434.060.025,4.117.434.060.025,4.786.579.482.414,4.078.270.164.359,3.409.124.741.970,3.409.124.741.970,4117434060025.0,4117434060025.0,4786579482414.0,4078270164359.0,3409124741970.0,3409124741970.0
