row_label_raw,row_label_full,Bên cho vay > Công ty cho thuê TC TNHH MTV NH TMCP Công Thương Việt Nam_CN TP > Công ty CTTC VIETINBANKLEASING,Hợp đồng/Khế ước > 95/2020/CN.MN-CTTC ngày 27/11/2020 > 91/2021/CN.Mn-CTTC ngày 27/12/2021 > 72/2019/CN.MN-CTTC > 105/2021/CN.MN-CTTC,Hạn mức/Số tiền vay (VND) > USD,Hạn mức/Số tiền vay (VND) > VND > 24.943.333.320 > 31.051.892.611 > 49.262.765.960 > 35.327.814.667,Dư nợ vay > USD,Dư nợ vay > VND > 10.307.883.228 > 15.591.899.974 > 10.186.485.000 > 7.575.757.583,Thời hạn vay (Tháng) > 60 > 63 > 36,"Lãi suất(%) > Theo từng khế ước nhận nợ > 10,50%",Mục đích vay > Phục vụ sản xuất kinh doanh,Hình thức đảm bảo > Ký cược,numeric__Hợp đồng/Khế ước > 95/2020/CN.MN-CTTC ngày 27/11/2020 > 91/2021/CN.Mn-CTTC ngày 27/12/2021 > 72/2019/CN.MN-CTTC > 105/2021/CN.MN-CTTC,numeric__Hạn mức/Số tiền vay (VND) > USD,numeric__Hạn mức/Số tiền vay (VND) > VND > 24.943.333.320 > 31.051.892.611 > 49.262.765.960 > 35.327.814.667,numeric__Dư nợ vay > USD,numeric__Dư nợ vay > VND > 10.307.883.228 > 15.591.899.974 > 10.186.485.000 > 7.575.757.583,numeric__Thời hạn vay (Tháng) > 60 > 63 > 36,"numeric__Lãi suất(%) > Theo từng khế ước nhận nợ > 10,50%",numeric__Mục đích vay > Phục vụ sản xuất kinh doanh,numeric__Hình thức đảm bảo > Ký cược
Công ty CTTC CHAILEASE LEASING,Công ty CTTC CHAILEASE LEASING,Công ty CTTC CHAILEASE LEASING,C2201170C2,,8.634.655.933,,4.490.021.077,50,"7,71%",Phục vụ sản xuất kinh doanh,Ký cược,,,8634655933.0,,4490021077.0,50.0,0.0771,,
Công ty CTTC CHAILEASE LEASING,Công ty CTTC CHAILEASE LEASING,Công ty CTTC CHAILEASE LEASING,C2211008C2,,4.915.319.000,,2.764.866.934,32,"8,19%",Phục vụ sản xuất kinh doanh,Ký cược,,,4915319000.0,,2764866934.0,32.0,0.0819,,
Công Ty Cho Thuê Tài Chính TNHH MTV Ngân Hàng TMCP Công Thương Việt Nam – CN TPHCM (VIETTIN LEASING),Công Ty Cho Thuê Tài Chính TNHH MTV Ngân Hàng TMCP Công Thương Việt Nam – CN TPHCM (VIETTIN LEASING),Công Ty Cho Thuê Tài Chính TNHH MTV Ngân Hàng TMCP Công Thương Việt Nam – CN TPHCM (VIETTIN LEASING),02/2022/CN.MN-CTTC,,123.320.096.000,,57.035.500.000,60,Thay đổi theo từng lần phát sinh,Phục vụ sản xuất kinh doanh,Máy móc thiết bị,,,123320096000.0,,57035500000.0,60.0,,,
