row_label_raw,row_label_full,20.5. Các quỹ của Công ty,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,145.525.353.651,131.293.378.883,145525353651.0,131293378883.0
Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,Quỹ hỗ trợ sắp xếp doanh nghiệp,5.987.831.202,4.878.380.532,5987831202.0,4878380532.0
Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,Quỹ khác thuộc vốn chủ sở hữu,8.489.011.821,7.379.561.151,8489011821.0,7379561151.0
