row_label_raw,row_label_full,03. PHẢI THU KHÁCH HÀNG,03. PHẢI THU KHÁCH HÀNG_1,03. PHẢI THU KHÁCH HÀNG_2,numeric__03. PHẢI THU KHÁCH HÀNG_1,numeric__03. PHẢI THU KHÁCH HÀNG_2
,,,Số cuối năm,Số đầu năm,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,1.663.264.889.610,1.743.926.948.733,1663264889610.0,1743926948733.0
Bên khác,Bên khác,Bên khác,,,,
+ Công ty Mua Bán Điện - Tập Đoàn Điện Lục Việt Nam,Bên khác > + Công ty Mua Bán Điện - Tập Đoàn Điện Lục Việt Nam,+ Công ty Mua Bán Điện - Tập Đoàn Điện Lục Việt Nam,74.224.785.774,74.334.937.655,74224785774.0,74334937655.0
+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,Bên khác > + Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,+ Công ty Cổ phần Xuất Khẩu Thủy Hải Sản Sạch,101.185.453.660,202.565.755.061,101185453660.0,202565755061.0
+ Công ty Cổ phần SATRA Thái Sơn,Bên khác > + Công ty Cổ phần SATRA Thái Sơn,+ Công ty Cổ phần SATRA Thái Sơn,6.974.620.468,6.974.620.468,6974620468.0,6974620468.0
+ Công ty TNHH MTV Kiểm Định & Đầu Tư Toàn Cầu,Bên khác > + Công ty TNHH MTV Kiểm Định & Đầu Tư Toàn Cầu,+ Công ty TNHH MTV Kiểm Định & Đầu Tư Toàn Cầu,105.954.719.817,135.924.719.817,105954719817.0,135924719817.0
+ Công ty Cổ phần Dầu cá Châu Á,Bên khác > + Công ty Cổ phần Dầu cá Châu Á,+ Công ty Cổ phần Dầu cá Châu Á,241.914.818.941,354.337.434.353,241914818941.0,354337434353.0
+ Khách hàng khác,Bên khác > + Khách hàng khác,+ Khách hàng khác,1.133.010.490.950,969.789.481.379,1133010490950.0,969789481379.0
Bên liên quan,Bên liên quan,Bên liên quan,,,,
b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
Cộng,b) Dài hạn > Cộng,Cộng,1.663.264.889.610,1.743.926.948.733,1663264889610.0,1743926948733.0
