row_label_raw,row_label_full,Bên cho vay,Hợp đồng/Khế ước,Hạn mức/Số tiền vay (VND) > USD,Hạn mức/Số tiền vay (VND) > VND,Dư nợ vay > USD,Dư nợ vay > VND,Thời hạn vay (Tháng),Lãi suất(%),Mục đích vay,Hình thức đảm bảo,numeric__Hợp đồng/Khế ước,numeric__Hạn mức/Số tiền vay (VND) > USD,numeric__Hạn mức/Số tiền vay (VND) > VND,numeric__Dư nợ vay > USD,numeric__Dư nợ vay > VND,numeric__Thời hạn vay (Tháng),numeric__Lãi suất(%),numeric__Mục đích vay,numeric__Hình thức đảm bảo
"CTBC Bank Co., Ltd, HoChiMinh City Branch","CTBC Bank Co., Ltd, HoChiMinh City Branch","CTBC Bank Co., Ltd, HoChiMinh City Branch",STVN1139-16,1.500.000,,,32.850.000.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tiền gửi,,1500000.0,,,32850000000.0,6.0,,,
Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,397/2023/HDCVH M/NHCT720-IDI ngày 26/12/2023,,400.000.000.000,,81.350.124.546,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tài sản khác,,,400000000000.0,,81350124546.0,8.0,,,
Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,Ngân hàng TMCP công thương Đồng Tháp,397/2023/HDCVH M/NHCT720-IDI ngày 26/12/2023,,400.000.000.000,8.756.683,213.816.310.083,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tài sản khác,,,400000000000.0,8756683.0,213816310083.0,8.0,,,
Ngân hàng Phát Triển Thành Phổ HCM - CN Vũng Tàu,Ngân hàng Phát Triển Thành Phổ HCM - CN Vũng Tàu,Ngân hàng Phát Triển Thành Phổ HCM - CN Vũng Tàu,29752/23MN/HDT D ngày 07/11/2023,,400.000.000.000,,147.606.562.040,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tài sản khác,,,400000000000.0,,147606562040.0,6.0,,,
Ngân Hàng TNHH INDOVINA - Chi nhánh Đồng Nai,Ngân Hàng TNHH INDOVINA - Chi nhánh Đồng Nai,Ngân Hàng TNHH INDOVINA - Chi nhánh Đồng Nai,IVB-DN/CL/0322/032/ DC1 ngày 26/06/2023,3.000.000,,,21.000.000.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tài sản khác,,3000000.0,,,21000000000.0,6.0,,,
Ngân Hàng Xăng Dầu Petrolimex CN An Giang.,Ngân Hàng Xăng Dầu Petrolimex CN An Giang.,Ngân Hàng Xăng Dầu Petrolimex CN An Giang.,540.0027/2023/HĐ TDHM-DN/PGBANKAG ngày 06/03/2023,,150.000.000.000,,48.000.000.000,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tài sản khác,,,150000000000.0,,48000000000.0,8.0,,,
Ngân hàng Tiên Phong CN An Giang.,Ngân hàng Tiên Phong CN An Giang.,Ngân hàng Tiên Phong CN An Giang.,653/2022/HDTD/A GG ngày 16/01/2023,,200.000.000.000,,164.436.698.574,9,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tài sản khác,,,200000000000.0,,164436698574.0,9.0,,,
Ngân hàng Việt Nam Thịnh Vương - CN An Giang,Ngân hàng Việt Nam Thịnh Vương - CN An Giang,Ngân hàng Việt Nam Thịnh Vương - CN An Giang,BCLC-1458-HDHM ngày 29/12/2023,,1.000.000.000.000,,171.067.635.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,QSDĐ và Tài sản khác,,,1000000000000.0,,171067635000.0,6.0,,,
Bank Sinopac Ho Chi Minh City Branch,Bank Sinopac Ho Chi Minh City Branch,Bank Sinopac Ho Chi Minh City Branch,231023 ngày 08/06/2023,2.000.000,,,48.013.000.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tiền gửi,,2000000.0,,,48013000000.0,6.0,,,
