row_label_raw,row_label_full,Lợi nhuận phân bổ cho cổ đông sở hữu CP phổ thông,195.034.280.361,628.390.227.095,numeric__195.034.280.361,numeric__628.390.227.095
"Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế","Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế","Quỹ khen thưởng, phúc lợi trích từ lợi nhuận sau thuế",,2.000.000.000,,2000000000.0
Số lượng CP phổ thông đang lưu hành bình quân trong kỳ,Số lượng CP phổ thông đang lưu hành bình quân trong kỳ,Số lượng CP phổ thông đang lưu hành bình quân trong kỳ,336.526.752,333.760.818,336526752.0,333760818.0
Lãi cơ bản trên cổ phiếu (*),Lãi cơ bản trên cổ phiếu (*),Lãi cơ bản trên cổ phiếu (*),580,1.877,580.0,1877.0
