row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP Việt Nam Thịnh Vượng - CN An Giang,Hợp đồng/Khế ước > 089/2023/HDHM/CIB,Hạn mức/Số tiền vay (VND) > USD,Hạn mức/Số tiền vay (VND) > VND > 400.000.000.000,Dư nợ vay > USD,Dư nợ vay > VND > 124.998.474.677,Thời hạn vay (Tháng) > 6,Lãi suất(%) > Theo từng khế ước nhận nợ,Mục đích vay > Bổ sung vốn lưu động phục vụ sxkd,Hình thức đảm bảo > TSCĐ,numeric__Hợp đồng/Khế ước > 089/2023/HDHM/CIB,numeric__Hạn mức/Số tiền vay (VND) > USD,numeric__Hạn mức/Số tiền vay (VND) > VND > 400.000.000.000,numeric__Dư nợ vay > USD,numeric__Dư nợ vay > VND > 124.998.474.677,numeric__Thời hạn vay (Tháng) > 6,numeric__Lãi suất(%) > Theo từng khế ước nhận nợ,numeric__Mục đích vay > Bổ sung vốn lưu động phục vụ sxkd,numeric__Hình thức đảm bảo > TSCĐ
Đối tượng khác,Đối tượng khác,Đối tượng khác,Từng hợp đồng cụ thể,,,,455.522.212.190,12,Theo từng hợp đồng cụ thể,Phục vụ sản xuất kinh doanh,Tín chấp,,,,,455522212190.0,12.0,,,
Đối tượng khác,Đối tượng khác,Đối tượng khác,Từng hợp đồng cụ thể,,,,3.000.000.000,12,Theo từng hợp đồng cụ thể,Phục vụ sản xuất kinh doanh,Vay của cá nhân,,,,,3000000000.0,12.0,,,
Ngân hàng TMCP Á Châu CN Ông Ích Khiêm,Ngân hàng TMCP Á Châu CN Ông Ích Khiêm,Ngân hàng TMCP Á Châu CN Ông Ích Khiêm,OIK.DN.3757220.523 ngày25/05/2023,,130.000.000.000,5.245.000,128.069.787.500,9,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tải sản khác,,,130000000000.0,5245000.0,128069787500.0,9.0,,,
Ngân Hàng TMCP Đầu Tư Và Phát triển Việt Nam - CN Kiên Giang,Ngân Hàng TMCP Đầu Tư Và Phát triển Việt Nam - CN Kiên Giang,Ngân Hàng TMCP Đầu Tư Và Phát triển Việt Nam - CN Kiên Giang,01/2023/4426663/HĐTD ngày08/08/2023,,1.900.000.000.000,,1.328.739.615.872,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,"Hàng tồn kho của công ty, Tiền gửi và tài sản khác",,,1900000000000.0,,1328739615872.0,8.0,,,
Ngân Hàng TMCP Đầu Tư Và Phát triển Việt Nam - CN Kiên Giang,Ngân Hàng TMCP Đầu Tư Và Phát triển Việt Nam - CN Kiên Giang,Ngân Hàng TMCP Đầu Tư Và Phát triển Việt Nam - CN Kiên Giang,01/2023/4426663/HĐTD ngày08/08/2023,,1.900.000.000.000,10.701.700,261.308.759.750,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,"Hàng tồn kho của công ty, Tiền gửi và tài sản khác",,,1900000000000.0,10701700.0,261308759750.0,8.0,,,
Ngân hàng TMCP Đầu tư và phát triển Việt Nam - CN Phú Quốc,Ngân hàng TMCP Đầu tư và phát triển Việt Nam - CN Phú Quốc,Ngân hàng TMCP Đầu tư và phát triển Việt Nam - CN Phú Quốc,01/2023/4426663/HĐTD ngày08/08/2023,,200.000.000.000,,126.828.078.000,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,"Hàng tồn kho của công ty, Tiền gửi và tài sản khác",,,200000000000.0,,126828078000.0,8.0,,,
Ngân hàng TMCP Đầu tư và phát triển Việt Nam - CN Phú Quốc,Ngân hàng TMCP Đầu tư và phát triển Việt Nam - CN Phú Quốc,Ngân hàng TMCP Đầu tư và phát triển Việt Nam - CN Phú Quốc,01/2023/4426663/HĐTD ngày08/08/2023,,200.000.000.000,3.028.200,73.941.073.500,8,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,"Hàng tồn kho của công ty, Tiền gửi và tài sản khác",,,200000000000.0,3028200.0,73941073500.0,8.0,,,
Ngân hàng BPCE IOM - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng BPCE IOM - Chi nhánh Thành phố Hồ Chí Minh,Ngân hàng BPCE IOM - Chi nhánh Thành phố Hồ Chí Minh,FCA-000659-2022 ngày 20/12/22,3.500.000,81.200.000.000,,81.000.000.000,6,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,Tiền gửi,,3500000.0,81200000000.0,,81000000000.0,6.0,,,
Ngân hàng China Construction Bank Corporation - Chi nhánh TP.HCM,Ngân hàng China Construction Bank Corporation - Chi nhánh TP.HCM,Ngân hàng China Construction Bank Corporation - Chi nhánh TP.HCM,FAGSTF/2018-005APP5 ngày08/09/2023,7.000.000,162.400.000.000,,167.641.275.800,9,Theo từng khế ước nhận nợ,Bổ sung vốn lưu động phục vụ sxkd,QSDĐ của công ty,,7000000.0,162400000000.0,,167641275800.0,9.0,,,
