row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2023,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Cộng
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,520.907.086.114,,,520.907.086.114,520907086114.0,,,520907086114.0
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,382.741.437.860,,,382.741.437.860,382741437860.0,,,382741437860.0
Vay và nợ,Vay và nợ,Vay và nợ,6.523.135.865.213,1.946.936.185.340,2.311.686.651.800,10.781.758.702.353,6523135865213.0,1946936185340.0,2311686651800.0,10781758702353.0
Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,,,,,,,,
Chi phí phải trả,Trái phiếu chuyển đổi > Chi phí phải trả,Chi phí phải trả,42.804.743.058,,,42.804.743.058,42804743058.0,,,42804743058.0
Các khoản phải trả phải nộp khác,Trái phiếu chuyển đổi > Các khoản phải trả phải nộp khác,Các khoản phải trả phải nộp khác,111.956.483.241,2.090.000.000,,114.046.483.241,111956483241.0,2090000000.0,,114046483241.0
Cộng,Trái phiếu chuyển đổi > Cộng,Cộng,7.581.545.615.486,1.949.026.185.340,2.311.686.651.800,11.842.258.452.626,7581545615486.0,1949026185340.0,2311686651800.0,11842258452626.0
