row_label_raw,row_label_full,Tên công ty,Địa chỉ,Tỷ lệ lợi ích,Tỷ lệ lợi ích_1,Tỷ lệ quyền biểu quyết,Tỷ lệ quyền biểu quyết_1,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ lợi ích_1,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ quyền biểu quyết_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ,Số cuối năm,Số đầu năm,Số cuối năm,Số đầu năm,,,,,
+ Công ty cổ phần Dũng Thịnh Phát Sài Gòn,Tên công ty > + Công ty cổ phần Dũng Thịnh Phát Sài Gòn,+ Công ty cổ phần Dũng Thịnh Phát Sài Gòn,"09 Nguyễn Kim, P12, Q5, TP.HCM","66,00%","66,00%","66,00%","66,00%",,0.66,0.66,0.66,0.66
+ Công ty CP Du Lịch Đồng Tháp,Tên công ty > + Công ty CP Du Lịch Đồng Tháp,+ Công ty CP Du Lịch Đồng Tháp,"Số 06, Đốc Bình Kiều, Phường 2, TP. Cao Lãnh, Đồng Tháp","86,76%","86,76%","86,76%","86,76%",,0.8676,0.8676,0.8676,0.8676
+ Công ty CP Nhựt Hồng,Tên công ty > + Công ty CP Nhựt Hồng,+ Công ty CP Nhựt Hồng,"Số 29 Trần Hưng Đạo, P.Mỹ Thới, Tp.Long Xuyên, tỉnh An Giang","60,00%","60,00%","60,00%","60,00%",,0.6,0.6,0.6,0.6
+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,Tên công ty > + Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,+ Công ty CP Đầu Tư Tài Chính & Truyền Thông Quốc Tế,"326 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang","63,94%","63,94%","63,94%","63,94%",,0.6394,0.6394,0.6394,0.6394
+ Công ty CP Du Lịch An Giang,Tên công ty > + Công ty CP Du Lịch An Giang,+ Công ty CP Du Lịch An Giang,"Số 17 Nguyễn Văn Cung, P.Mỹ Long, TP.Long Xuyên, An Giang","71,82%","72,71%","71,82%","72,71%",,0.7182,0.7271,0.7182,0.7271
+ Công ty TNHH Sao Mai Super Feed,Tên công ty > + Công ty TNHH Sao Mai Super Feed,+ Công ty TNHH Sao Mai Super Feed,"QL 80, Cụm CN Vàm Cống, ấp An Thạnh, xã Bình Thành, huyện Lắp Vò, Đồng Tháp.","100,00%","100,00%","100,00%","100,00%",,1.0,1.0,1.0,1.0
+ Công ty TNHH TM Sao Mai Solar,Tên công ty > + Công ty TNHH TM Sao Mai Solar,+ Công ty TNHH TM Sao Mai Solar,"326 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang","100,00%","100,00%","100,00%","100,00%",,1.0,1.0,1.0,1.0
+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia I.D.I,Tên công ty > + Công ty CP Đầu tư và Phát triển Đa Quốc Gia I.D.I,+ Công ty CP Đầu tư và Phát triển Đa Quốc Gia I.D.I,"QL80 CCN Vàm Cống, Lắp Vò, Đồng Tháp","51,23%","51,23%","51,23%","51,23%",,0.5123,0.5123,0.5123,0.5123
+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,Tên công ty > + Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,+ Công ty CP Đầu tư Du lịch và Phát triển Thuỷ sản,"QL80 CCN Vàm Cống, Lắp Vò, Đồng Tháp","43,95%","43,95%","82,67%","82,67%",,0.4395,0.4395,0.8267,0.8267
+ Công ty CP Điện Mặt Trời EUROPLAST Long An,Tên công ty > + Công ty CP Điện Mặt Trời EUROPLAST Long An,+ Công ty CP Điện Mặt Trời EUROPLAST Long An,"Khu D, Xã Mỹ Thạnh Bắc, Huyện Đức Huệ, Tỉnh Long An","86,40%","76,67%","95,67%","76,67%",,0.8640000000000001,0.7667,0.9567,0.7667
+ Công ty Cp Tư vấn và Đầu tư Tài Chính (*),Tên công ty > + Công ty Cp Tư vấn và Đầu tư Tài Chính (*),+ Công ty Cp Tư vấn và Đầu tư Tài Chính (*),"254/1 Hùng Vương, P.Mỹ Long, Tp.Long Xuyên, An Giang",0%,"53,83%",0%,"91,95%",,0.0,0.5383,0.0,0.9195
+ Công ty TNHH Đầu Tư Xây dựng LT (**),Tên công ty > + Công ty TNHH Đầu Tư Xây dựng LT (**),+ Công ty TNHH Đầu Tư Xây dựng LT (**),"Cụm CN Vàm Cống, Áp An Thạnh, Xã Bình Thành, Huyện Lắp Vò, Đồng Tháp","100,00%",,"100,00%",,,1.0,,1.0,
+ Công ty CP Đầu Tư Vĩnh An Đắk Nông,Tên công ty > + Công ty CP Đầu Tư Vĩnh An Đắk Nông,+ Công ty CP Đầu Tư Vĩnh An Đắk Nông,"Số 1, Tiểu khu 834, cụm 3 tầng, xã Ea Pô, Huyện Cư Jút, Tỉnh Đắk Nông","49,94%","49,94%","97,50%","97,50%",,0.49939999999999996,0.49939999999999996,0.975,0.975
