row_label_raw,row_label_full,Credit Suisse > Warburg Pincus > Tập đoàn Vingroup –Công ty CP,Cổ đông > Công ty mẹ,106.875.000.000 > 320.625.000.000 > 1.367.941.666.667,"8,75% > 14% > 12% hoặc lãi suất cơ bản Ngân hàng Nhà nước cộng 4%, tủy xem lãi suất nào cao hơn",Ngày 11 tháng1 năm 2019 > Ngày 8 tháng11 năm 2018 > Ngày 15 tháng2 năm 2019,numeric__Cổ đông > Công ty mẹ,numeric__106.875.000.000 > 320.625.000.000 > 1.367.941.666.667,"numeric__8,75% > 14% > 12% hoặc lãi suất cơ bản Ngân hàng Nhà nước cộng 4%, tủy xem lãi suất nào cao hơn",numeric__Ngày 11 tháng1 năm 2019 > Ngày 8 tháng11 năm 2018 > Ngày 15 tháng2 năm 2019
,,,,1.600.000.000.000,,,,1600000000000.0,,
,,,,4.218.600.000.000,"16,46%",Ngày 30 tháng12 năm 2018,,4218600000000.0,0.1646,
,,,,7.614.041.666.667,,,,7614041666667.0,,
