row_label_raw,row_label_full,Bên liên quan,Môi quan hệ,Doanh thu từ bán hàng hóa cho bên liên quan,"Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan phải thu bên liên quan",Doanh thu từ bán hàng hóa đã thu từ bên liên quan,"Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan đã thu từ bên liên quan","Mua sắm hàng hóa, dịch vụ và phí quản lý phải trả cho bên liên quan",Thanh toán/Trả tiền trước mua hàng hóa và dịch vụ cho bên liên quan,Tiền thuê theo hợp đồng thuê dài hạn phải trả,Tiền thuê theo hợp đồng thuê dài hạn đã trả,Đặt cọc cho mục đích đầu tư vào bên liên quan,numeric__Môi quan hệ,numeric__Doanh thu từ bán hàng hóa cho bên liên quan,"numeric__Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan phải thu bên liên quan",numeric__Doanh thu từ bán hàng hóa đã thu từ bên liên quan,"numeric__Doanh thu từ cung cấp dịch vụ quản lý, cho thuê và các dịch vụ liên quan đã thu từ bên liên quan","numeric__Mua sắm hàng hóa, dịch vụ và phí quản lý phải trả cho bên liên quan",numeric__Thanh toán/Trả tiền trước mua hàng hóa và dịch vụ cho bên liên quan,numeric__Tiền thuê theo hợp đồng thuê dài hạn phải trả,numeric__Tiền thuê theo hợp đồng thuê dài hạn đã trả,numeric__Đặt cọc cho mục đích đầu tư vào bên liên quan
Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Tập đoàn Vingroup – Công ty CP,Công ty mẹ,-,-,-,-,(224.190.405.717),177.800.993.757,-,-,553.184.989.212,,,,,,-224190405717.0,177800993757.0,,,553184989212.0
Công ty Quản lý Xây dựng Vincom 1,Công ty Quản lý Xây dựng Vincom 1,Công ty Quản lý Xây dựng Vincom 1,Công ty trong cùng Tập đoàn,-,-,-,-,(1.769.278.665.754),299.600.349.495,-,-,-,,,,,,-1769278665754.0,299600349495.0,,,
Công ty CP Đầu tư và Phát triển Địa óc TP Hoàng Gia,Công ty CP Đầu tư và Phát triển Địa óc TP Hoàng Gia,Công ty CP Đầu tư và Phát triển Địa óc TP Hoàng Gia,Công ty trong cùng Tập đoàn,-,-,-,-,(76.074.686.959),74.397.083.000,-,-,-,,,,,,-76074686959.0,74397083000.0,,,
Công ty TNHH Dịch vụ bảo vệ Vincom,Công ty TNHH Dịch vụ bảo vệ Vincom,Công ty TNHH Dịch vụ bảo vệ Vincom,Công ty trong cùng Tập đoàn,-,-,-,-,(45.113.353.244),45.100.758.244,-,-,-,,,,,,-45113353244.0,45100758244.0,,,
Công ty Vincommerce (tên trước đây là Công ty Cổ phần Siêu thị Vinmart),Công ty Vincommerce (tên trước đây là Công ty Cổ phần Siêu thị Vinmart),Công ty Vincommerce (tên trước đây là Công ty Cổ phần Siêu thị Vinmart),Công ty trong cùng Tập đoàn,174.846.619.888,136.096.559.027,(52.221.781.282),(138.068.277.291),-,-,(185.845.000.000),185.845.000.000,-,,174846619888.0,136096559027.0,-52221781282.0,-138068277291.0,,,-185845000000.0,185845000000.0,
Công ty TNHH MTV Thương mại Đầu tư và Phát triển Thời Đại,Công ty TNHH MTV Thương mại Đầu tư và Phát triển Thời Đại,Công ty TNHH MTV Thương mại Đầu tư và Phát triển Thời Đại,Công ty trong cùng Tập đoàn,-,79.363.772.897,-,(77.661.096.989),-,-,-,-,-,,,79363772897.0,,-77661096989.0,,,,,
Công ty TNHH Vinpearlland,Công ty TNHH Vinpearlland,Công ty TNHH Vinpearlland,Công ty trong cùng Tập đoàn,-,144.371.887.638,-,(144.030.905.400),-,-,-,-,-,,,144371887638.0,,-144030905400.0,,,,,
