row_label_raw,row_label_full,Mã số,Khoản mục,col_2,Đã được trình bày trước đây,Trình bày lại,Được trình bày lại,numeric__Khoản mục,numeric__col_2,numeric__Đã được trình bày trước đây,numeric__Trình bày lại,numeric__Được trình bày lại
06,06,06,Chi phí lãi vay,(9),1.364.405.790.025,14.563.333.332,1.378.969.123.357,,-9.0,1364405790025.0,14563333332.0,1378969123357.0
12,12,12,(Tăng)/giảm chi phí trả trước,(9),(54.863.084.600),(14.563.333.332),(69.426.417.932),,-9.0,-54863084600.0,-14563333332.0,-69426417932.0
