row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính:VND Số đầu năm (Trình bày lại),numeric__Số cuối năm,numeric__Đơn vị tính:VND Số đầu năm (Trình bày lại)
Đặt cọc thuê quầy hàng,Đặt cọc thuê quầy hàng,Đặt cọc thuê quầy hàng,645.328.658.575,4.540.420.809.487,645328658575.0,4540420809487.0
Các khoản đất cọc thuê quầy hàng phải hoàn trả trong vòng 12 tháng tới (Thuyết minh số 23),Các khoản đất cọc thuê quầy hàng phải hoàn trả trong vòng 12 tháng tới (Thuyết minh số 23),Các khoản đất cọc thuê quầy hàng phải hoàn trả trong vòng 12 tháng tới (Thuyết minh số 23),(195.606.168.581),(97.044.555.602),-195606168581.0,-97044555602.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,449.722.489.994,4.443.376.253.885,449722489994.0,4443376253885.0
Trong đó:Đặt cọc từ các bên liên quan(Thuyết minh số 35),Trong đó:Đặt cọc từ các bên liên quan(Thuyết minh số 35),Trong đó:Đặt cọc từ các bên liên quan(Thuyết minh số 35),78.685.457.036,4.124.574.582.334,78685457036.0,4124574582334.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,371.037.032.958,318.801.671.551,371037032958.0,318801671551.0
