row_label_raw,row_label_full,Thông tin lưu chuyển tiền tệ từ việc mua công ty con,col_1,numeric__col_1
Tiền thu về từ công ty con,Tiền thu về từ công ty con,Tiền thu về từ công ty con,4.401.986.630,4401986630.0
Tiền chi để mua công ty con,Tiền chi để mua công ty con,Tiền chi để mua công ty con,(963.514.822.800),-963514822800.0
