row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,5.681.560.974.469,8.850.195.417.618,,,5681560974469.0,8850195417618.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,396.464.888.952,1.079.419.146.774,,5.0,396464888952.0,1079419146774.0
111,111,111,1. Tiền,,386.739.888.952,87.707.686.569,,,386739888952.0,87707686569.0
112,112,112,2. Các khoản tương đương tiền,,9.725.000.000,991.711.460.205,,,9725000000.0,991711460205.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,-,30.000.000.000,,,,30000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,-,30.000.000.000,,,,30000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.937.742.400.942,4.513.206.209.785,,,1937742400942.0,4513206209785.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,576.729.911.326,191.766.956.343,,71.0,576729911326.0,191766956343.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,523.475.630.758,1.664.776.654.991,,72.0,523475630758.0,1664776654991.0
135,135,135,3. Phải thu về cho vay ngắn hạn,35,-,2.465.532.682.000,,35.0,,2465532682000.0
136,136,136,4. Phải thu ngắn hạn khác,8,869.666.629.495,202.141.849.637,,8.0,869666629495.0,202141849637.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"7.1,8",(32.129.770.637),(11.011.933.186),,71.8,-32129770637.0,-11011933186.0
140,140,140,IV. Hàng tồn kho,9,1.483.175.625.986,2.043.059.257.249,,9.0,1483175625986.0,2043059257249.0
141,141,141,1. Hàng tồn kho,,1.483.175.625.986,2.043.059.257.249,,,1483175625986.0,2043059257249.0
150,150,150,V. Tài sản ngắn hạn khác,,1.864.178.058.589,1.184.510.803.810,,,1864178058589.0,1184510803810.0
151,151,151,1. Chi phí trả trước ngắn hạn,10,185.387.335.646,78.110.872.923,,10.0,185387335646.0,78110872923.0
152,152,152,2. Thuế GTGT được khấu trừ,21,134.706.074.199,92.734.205.848,,21.0,134706074199.0,92734205848.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,535.475.282,21.628.031.600,,21.0,535475282.0,21628031600.0
155,155,155,4. Tài sản ngắn hạn khác,11,1.543.549.173.462,992.037.693.439,,11.0,1543549173462.0,992037693439.0
