row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm,Đơn vị tính: VND,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Đơn vị tính: VND
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,17.1,3.648.451.948.540,3.336.564.478.376,171.0,3648451948540.0,3336564478376.0
Đầu tư dài hạn khác,Đầu tư dài hạn khác,Đầu tư dài hạn khác,17.2,6.000.000.000,6.000.000.000,172.0,6000000000.0,6000000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,3.654.451.948.540,3.342.564.478.376,,3654451948540.0,3342564478376.0
