row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Công thương Việt Nam,Số cuối năm > 141.780.469.328,Ngày đáo hạn > Từ tháng 1 năm 2016 đến tháng 7 năm 2024,"Lãi suất > Một khoản vay có lãi suất bằng lãi suất huy động tiết kiệm VND kỳ hạn tương đương + biên độ từ 4,2%/năm đến6%/năm, và một khoản vay khác có lãi suất 9%/năm",Tài sản đảm bảo > (i),numeric__Số cuối năm > 141.780.469.328,numeric__Ngày đáo hạn > Từ tháng 1 năm 2016 đến tháng 7 năm 2024,"numeric__Lãi suất > Một khoản vay có lãi suất bằng lãi suất huy động tiết kiệm VND kỳ hạn tương đương + biên độ từ 4,2%/năm đến6%/năm, và một khoản vay khác có lãi suất 9%/năm",numeric__Tài sản đảm bảo > (i)
Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,(19.234.594.615),,,,-19234594615.0,,,
Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,50.346.260.826,Tháng 12 năm 2025,,,50346260826.0,,,
Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,Trong đó: vay dài hạn đến hạn trả,(5.253.522.869),,7%/năm,(ii),-5253522869.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,167.638.612.670,,,,167638612670.0,,,
