row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,30.228.222.808.178,21.208.769.709.293,,,30228222808178.0,21208769709293.0
210,210,210,I. Các khoản phải thu dài hạn,,2.618.818.165.548,2.613.600.000.000,,,2618818165548.0,2613600000000.0
215,215,215,1. Phải thu về cho vay dài hạn,35,2.613.600.000.000,2.613.600.000.000,,35.0,2613600000000.0,2613600000000.0
216,216,216,2. Phải thu dài hạn khác,,5.218.165.548,,,,5218165548.0,
220,220,220,II. Tài sản cố định,,44.678.856.460,12.705.662.239,,,44678856460.0,12705662239.0
221,221,221,1. Tài sản cố định hữu hình,12,32.251.976.018,11.458.119.508,,12.0,32251976018.0,11458119508.0
222,222,222,Nguyên giá,,56.476.687.298,18.204.118.948,,,56476687298.0,18204118948.0
223,223,223,Giá trị hao mòn lũy kế,,(24.224.711.280),(6.745.999.440),,,-24224711280.0,-6745999440.0
227,227,227,2. Tài sản cố định vô hình,13,12.426.880.442,1.247.542.731,,13.0,12426880442.0,1247542731.0
228,228,228,Nguyên giá,,15.228.071.386,1.757.359.627,,,15228071386.0,1757359627.0
229,229,229,Giá trị hao mòn lũy kế,,(2.801.190.944),(509.816.896),,,-2801190944.0,-509816896.0
230,230,230,III. Bất động sản đầu tư,14,15.319.549.018.577,9.214.785.726.746,,14.0,15319549018577.0,9214785726746.0
231,231,231,1. Nguyên giá,,16.250.977.235.642,9.631.015.885.274,,,16250977235642.0,9631015885274.0
232,232,232,2. Giá trị hao mòn lũy kế,,(931.428.217.065),(416.230.158.528),,,-931428217065.0,-416230158528.0
240,240,240,IV. Tài sản dở dang dài hạn,,6.365.666.314.697,3.662.839.457.683,,,6365666314697.0,3662839457683.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,15,6.365.666.314.697,3.662.839.457.683,,15.0,6365666314697.0,3662839457683.0
250,250,250,V. Đầu tư tài chính dài hạn,17,3.654.451.948.540,3.342.564.478.376,,17.0,3654451948540.0,3342564478376.0
252,252,252,"1. Đầu tư vào công ty liên kết, liên doanh",17.1,3.648.451.948.540,3.336.564.478.376,,171.0,3648451948540.0,3336564478376.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,17.2,6.000.000.000,6.000.000.000,,172.0,6000000000.0,6000000000.0
260,260,260,VI. Tài sản dài hạn khác,,2.225.058.504.356,2.362.274.384.249,,,2225058504356.0,2362274384249.0
261,261,261,1. Chi phí trả trước dài hạn,10,74.832.002.599,133.174.326.784,,10.0,74832002599.0,133174326784.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34.3,2.859.544.995,1.474.281.835,,343.0,2859544995.0,1474281835.0
268,268,268,3. Tài sản dài hạn khác,11,1.501.848.360.000,2.200.086.597.548,,11.0,1501848360000.0,2200086597548.0
269,269,269,4. Lợi thế thương mại,18,645.518.596.762,27.539.178.082,,18.0,645518596762.0,27539178082.0
270,270,270,TỔNG CỘNG TÀI SẢN,,35.909.783.782.647,30.058.965.126.911,,,35909783782647.0,30058965126911.0
