row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,24.2.1,-,-,24.488.117.484,-,24.488.117.484,24.488.117.484,2421.0,,,24488117484.0,,24488117484.0,24488117484.0
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,24.1.1,-,-,2.058.876.213.834,(1.945.298.979.041),113.577.234.793,113.577.234.793,2411.0,,,2058876213834.0,-1945298979041.0,113577234793.0,113577234793.0
Vay ngắn hạn từ các bên liên quan,Vay ngắn hạn từ các bên liên quan,Vay ngắn hạn từ các bên liên quan,35,270.000.000.000,270.000.000.000,188.700.000.000,(270.000.000.000),188.700.000.000,188.700.000.000,35.0,270000000000.0,270000000000.0,188700000000.0,-270000000000.0,188700000000.0,188700000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,270.000.000.000,270.000.000.000,2.272.064.331.318,(2.215.298.979.041),326.765.352.277,326.765.352.277,,270000000000.0,270000000000.0,2272064331318.0,-2215298979041.0,326765352277.0,326765352277.0
