row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,5.958.136.734.179,1.927.488.384.241,5958136734179.0,1927488384241.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,2.426.905.155.261,1.927.488.384.241,2426905155261.0,1927488384241.0
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,3.267.051.216.242,-,3267051216242.0,
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,251.833.870.480,-,251833870480.0,
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,12.346.492.196,-,12346492196.0,
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,5.958.136.734.179,1.927.488.384.241,5958136734179.0,1927488384241.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ các bên liên quan,Trong đó: > Doanh thu từ các bên liên quan,Doanh thu từ các bên liên quan,543.119.603.622,437.900.318.843,543119603622.0,437900318843.0
Doanh thu từ các bên khác,Trong đó: > Doanh thu từ các bên khác,Doanh thu từ các bên khác,5.415.017.130.557,1.489.588.065.398,5415017130557.0,1489588065398.0
