row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuếCác khoản điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Tổng lợi nhuận kế toán trước thuếCác khoản điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Tổng lợi nhuận kế toán trước thuếCác khoản điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,1.326.858.369.340,305.934.683.600,1326858369340.0,305934683600.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,23.254.023.422,3.309.041.097,23254023422.0,3309041097.0
Phân bổ quyền phát triển dự án,Phân bổ quyền phát triển dự án,Phân bổ quyền phát triển dự án,1.209.490.778.071,-,1209490778071.0,
Chênh lệch giá vốn báo cáo riêng và báo cáo hợp nhất do đánh giá lại tài sản khi sáp nhập,Chênh lệch giá vốn báo cáo riêng và báo cáo hợp nhất do đánh giá lại tài sản khi sáp nhập,Chênh lệch giá vốn báo cáo riêng và báo cáo hợp nhất do đánh giá lại tài sản khi sáp nhập,(1.132.845.814.925),-,-1132845814925.0,
Lãi từ hoạt động đầu tư vốn cổ phần,Lãi từ hoạt động đầu tư vốn cổ phần,Lãi từ hoạt động đầu tư vốn cổ phần,-,(12.773.122.503),,-12773122503.0
Lỗ từ sáp nhập các công ty con,Lỗ từ sáp nhập các công ty con,Lỗ từ sáp nhập các công ty con,(330.344.982.772),-,-330344982772.0,
Lỗ từ sáp nhập các công ty con chưa phân bổ,Lỗ từ sáp nhập các công ty con chưa phân bổ,Lỗ từ sáp nhập các công ty con chưa phân bổ,237.104.933.642,-,237104933642.0,
Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,(126.695.368.227),-,-126695368227.0,
Lợi nhuận được chia từ công ty liên kết,Lợi nhuận được chia từ công ty liên kết,Lợi nhuận được chia từ công ty liên kết,(225.007.516.703),(25.175.589.489),-225007516703.0,-25175589489.0
Các khoản khác,Các khoản khác,Các khoản khác,4.519.205.878,5.619.947.353,4519205878.0,5619947353.0
Lợi nhuận điều chỉnh trước thuế chưa cấn trừ lỗ năm trước,Lợi nhuận điều chỉnh trước thuế chưa cấn trừ lỗ năm trước,Lợi nhuận điều chỉnh trước thuế chưa cấn trừ lỗ năm trước,986.333.627.726,276.914.960.058,986333627726.0,276914960058.0
Lỗ tính thuế của Công ty và các công ty con,Lỗ tính thuế của Công ty và các công ty con,Lỗ tính thuế của Công ty và các công ty con,63.667.711.109,648.320.578.694,63667711109.0,648320578694.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(14.553.293.158),(6.026.397.137),-14553293158.0,-6026397137.0
Thu nhập chịu thuế ước tính trong năm nayTrong đó:,Thu nhập chịu thuế ước tính trong năm nayTrong đó:,Thu nhập chịu thuế ước tính trong năm nayTrong đó:,1.035.448.045.677,919.209.141.615,1035448045677.0,919209141615.0
Thu nhập chịu thuế suất 22%,Thu nhập chịu thuế suất 22%,Thu nhập chịu thuế suất 22%,998.847.756.093,907.135.651.293,998847756093.0,907135651293.0
Thu nhập chịu thuế suất 20%,Thu nhập chịu thuế suất 20%,Thu nhập chịu thuế suất 20%,36.600.289.585,12.073.490.323,36600289585.0,12073490323.0
Điều chỉnh chi phí thuế TNDN do ghi nhận thiếu năm trước,Điều chỉnh chi phí thuế TNDN do ghi nhận thiếu năm trước,Điều chỉnh chi phí thuế TNDN do ghi nhận thiếu năm trước,(485.137.041),-,-485137041.0,
Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,Chi phí thuế TNDN hiện hành ước tính,226.581.427.217,201.984.541.349,226581427217.0,201984541349.0
Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,51.923.110.441,48.099.036.876,51923110441.0,48099036876.0
Thuế TNDN nộp thừa đầu năm,Thuế TNDN nộp thừa đầu năm,Thuế TNDN nộp thừa đầu năm,(9.796.285.361),-,-9796285361.0,
Thuế TNDN của các công ty con được mua mới trong năm tại ngày mua,Thuế TNDN của các công ty con được mua mới trong năm tại ngày mua,Thuế TNDN của các công ty con được mua mới trong năm tại ngày mua,6.545.026.493,6.918.167.621,6545026493.0,6918167621.0
Thuế TNDN tạm tính cho khoản thanh toán theo tiến độ của khách hàng mua bất động sản,Thuế TNDN tạm tính cho khoản thanh toán theo tiến độ của khách hàng mua bất động sản,Thuế TNDN tạm tính cho khoản thanh toán theo tiến độ của khách hàng mua bất động sản,14.872.748.498,2.196.105.358,14872748498.0,2196105358.0
Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,Thuế TNDN đã nộp trong năm,(191.131.293.554),(217.071.026.124),-191131293554.0,-217071026124.0
Thuế TNDN nộp thừa và điều chỉnh khác,Thuế TNDN nộp thừa và điều chỉnh khác,Thuế TNDN nộp thừa và điều chỉnh khác,2.147.489.677,9.796.285.361,2147489677.0,9796285361.0
Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,101.142.223.411,51.923.110.441,101142223411.0,51923110441.0
