row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,28,16.797.067,14.634.263,28.0,16797067.0,14634263.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,29,(9.151.374),(8.259.439),29.0,-9151374.0,-8259439.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,7.645.693,6.374.824,,7645693.0,6374824.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,541.049,268.640,,541049.0,268640.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(102.874),(72.207),,-102874.0,-72207.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,30,438.175,196.433,30.0,438175.0,196433.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,31,298.315,129.913,31.0,298315.0,129913.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,32,124.336,5.708,32.0,124336.0,5708.0
Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,Lãi thuần từ mua bán chứng khoán đầu tư,33,341.516,484.895,33.0,341516.0,484895.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,539.625,299.104,,539625.0,299104.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(56.629),(28.939),,-56629.0,-28939.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,34,482.996,270.165,34.0,482996.0,270165.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",35,109.324,43.881,35.0,109324.0,43881.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,9.440.355,7.505.819,,9440355.0,7505819.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(2.376.730),(2.003.352),,-2376730.0,-2003352.0
Chi phí khấu khao,Chi phí khấu khao,Chi phí khấu khao,,(88.799),(104.447),,-88799.0,-104447.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(1.975.927),(1.964.478),,-1975927.0,-1964478.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,36,(4.441.456),(4.072.277),36.0,-4441456.0,-4072277.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,4.998.899,3.433.542,,4998899.0,3433542.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,13,(994.271),(1.016.760),13.0,-994271.0,-1016760.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,4.004.628,2.416.782,,4004628.0,2416782.0
Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/thu nhập thuế thu nhập doanh nghiệp hoãn lại,25.1,(780.294),(466.302),251.0,-780294.0,-466302.0
Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/thu nhập thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hiện hành (Chi phí)/thu nhập thuế thu nhập doanh nghiệp hoãn lại,25.2,(22.823),3.927,252.0,-22823.0,3927.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(803.117),(462.375),,-803117.0,-462375.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,3.201.511,1.954.407,,3201511.0,1954407.0
Trong đó:,Trong đó:,Trong đó:,,,,,,
Lợi nhuận thuộc về cổ đông của Ngân hàng,Trong đó: > Lợi nhuận thuộc về cổ đông của Ngân hàng,Lợi nhuận thuộc về cổ đông của Ngân hàng,,2.842.085,1.746.487,,2842085.0,1746487.0
Lợi ích của cổ đông thiểu số,Trong đó: > Lợi ích của cổ đông thiểu số,Lợi ích của cổ đông thiểu số,26.1,359.426,207.920,261.0,359426.0,207920.0
Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Trong đó: > Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),27,2.897,1.963,27.0,2897.0,1963.0
