row_label_raw,row_label_full,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Công nợTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Tài sảnTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018,numeric__Giá trị ghi số kế toán ròng (theo tỷ giá tại ngày lập báo cáo) > Công nợTriệu đồng > Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2018
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,2.884.973,-,1.142,2884973.0,,1142.0
Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,33.242.955,228.205,18.769,33242955.0,228205.0,18769.0
,,,36.127.928,228.205,19.911,36127928.0,228205.0,19911.0
Số thuần,Số thuần,Số thuần,,208.294,,,208294.0,
Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017,,,
Giao dịch kỳ hạn tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,3.000.000,-,12.048,3000000.0,,12048.0
Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017 > Giao dịch hoán đổi tiền tệ,Giao dịch hoán đổi tiền tệ,17.369.172,-,58.050,17369172.0,,58050.0
,,,20.369.172,-,70.098,20369172.0,,70098.0
Số thuần,Công cụ tài chính phải sinh tiền tệ tại ngày 31 tháng 12 năm 2017 > Số thuần,Số thuần,,,70.098,,,70098.0
