row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm,Vốn điều lệ Triệu đồng > 9.810.000,Thặng dư vốn cổ phần Triệu đồng > 2.042.255,Cổ phiếu quỹ Triệu đồng > (2),Vốn đầu tư xây dựng cơ bản Triệu đồng > 89,Quỹ của TCTD Triệu đồng > 453.708,Lợi nhuận chưa phân phối Triệu đồng > 1.769.506,Lợi ích cổ đông thiểu số Triệu đồng > 683.550,Tổng cộng Triệu đồng > 14.759.106,numeric__Vốn điều lệ Triệu đồng > 9.810.000,numeric__Thặng dư vốn cổ phần Triệu đồng > 2.042.255,numeric__Cổ phiếu quỹ Triệu đồng > (2),numeric__Vốn đầu tư xây dựng cơ bản Triệu đồng > 89,numeric__Quỹ của TCTD Triệu đồng > 453.708,numeric__Lợi nhuận chưa phân phối Triệu đồng > 1.769.506,numeric__Lợi ích cổ đông thiểu số Triệu đồng > 683.550,numeric__Tổng cộng Triệu đồng > 14.759.106
Lợi nhuận sau thuế,Lợi nhuận sau thuế,Lợi nhuận sau thuế,-,-,-,-,-,2.842.085,359.426,3.201.511,,,,,,2842085.0,359426.0,3201511.0
Tăng trong năm (*),Tăng trong năm (*),Tăng trong năm (*),-,-,-,-,-,-,300.000,300.000,,,,,,,300000.0,300000.0
Trích lập các quỹ,Trích lập các quỹ,Trích lập các quỹ,-,-,-,-,326.269,(326.269),-,-,,,,,326269.0,-326269.0,,
"Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi","Trích quỹ khen thưởng, phúc lợi",-,-,-,-,-,(3.000),-,(3.000),,,,,,-3000.0,,-3000.0
Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,Sử dụng quỹ trong năm,-,-,-,-,(4.177),-,-,(4.177),,,,,-4177.0,,,-4177.0
Cổ tức năm 2017(Thuyết minh 26.2),Cổ tức năm 2017(Thuyết minh 26.2),Cổ tức năm 2017(Thuyết minh 26.2),-,-,-,-,-,(1.275.300),(150.000),(1.425.300),,,,,,-1275300.0,-150000.0,-1425300.0
Số cuối năm,Số cuối năm,Số cuối năm,9.810.000,2.042.255,(2),89,775.800,3.007.022,1.192.976,16.828.140,9810000.0,2042255.0,-2.0,89.0,775800.0,3007022.0,1192976.0,16828140.0
