row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,2.745,2.912,2745.0,2912.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.376.730,2.003.352,2376730.0,2003352.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,2.121.318,1.811.596,2121318.0,1811596.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,197.980,153.798,197980.0,153798.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,57.432,37.958,57432.0,37958.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,566.012,531.612,566012.0,531612.0
- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,- Chi phí thuê văn phòng,263.998,228.941,263998.0,228941.0
- Chi phí sữa chữa và nâng cấp tài sản,- Chi phí sữa chữa và nâng cấp tài sản,- Chi phí sữa chữa và nâng cấp tài sản,124.239,119.268,124239.0,119268.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,88.799,104.447,88799.0,104447.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,88.976,78.956,88976.0,78956.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,1.484.422,1.386.373,1484422.0,1386373.0
"- Chi phí quãng cáo, tiếp thị, khuyến mại, tiếptân, khách tiết","- Chi phí quãng cáo, tiếp thị, khuyến mại, tiếptân, khách tiết","- Chi phí quãng cáo, tiếp thị, khuyến mại, tiếptân, khách tiết",853.988,831.553,853988.0,831553.0
- Công tác phí,- Công tác phí,- Công tác phí,56.106,43.982,56106.0,43982.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,2.092,3.467,2092.0,3467.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,572.236,507.371,572236.0,507371.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi củakhách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi củakhách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi củakhách hàng",113.315,110.839,113315.0,110839.0
"(Hoàn nhập)/chi phí dự phòng (không tính dựphòng rủi ro tín dụng, rủi ro chứng khoán)","(Hoàn nhập)/chi phí dự phòng (không tính dựphòng rủi ro tín dụng, rủi ro chứng khoán)","(Hoàn nhập)/chi phí dự phòng (không tính dựphòng rủi ro tín dụng, rủi ro chứng khoán)",(101.768),37.189,-101768.0,37189.0
- (Hoàn nhập)/chi phí dự phòng rủi ro tài sảnCó khác (Thuyết minh 18.4),- (Hoàn nhập)/chi phí dự phòng rủi ro tài sảnCó khác (Thuyết minh 18.4),- (Hoàn nhập)/chi phí dự phòng rủi ro tài sảnCó khác (Thuyết minh 18.4),(10.104),36.878,-10104.0,36878.0
- (Hoàn nhập)/chi phí dự phòng giảm giá đàutư dài hạn (Thuyết minh 15),- (Hoàn nhập)/chi phí dự phòng giảm giá đàutư dài hạn (Thuyết minh 15),- (Hoàn nhập)/chi phí dự phòng giảm giá đàutư dài hạn (Thuyết minh 15),(91.664),311,-91664.0,311.0
,,,4.441.456,4.072.277,4441456.0,4072277.0
