row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vất chất và dịch vụ tự tiêu dùng của hộ gia đình",46.370.797,"37,66",41.188.784,"39,42",46370797.0,37.66,41188784.0,39.42
Xây dựng,Xây dựng,Xây dựng,13.504.461,"10,97",11.673.478,"11,17",13504461.0,10.97,11673478.0,11.17
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,8.414.957,"6,83",6.836.437,"6,54",8414957.0,6.83,6836437.0,6.54
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",7.810.834,"6,34",6.607.808,"6,32",7810834.0,6.34,6607808.0,6.32
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,6.977.653,"5,67",5.665.539,"5,42",6977653.0,5.67,5665539.0,5.42
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",6.935.091,"5,63",6.176.009,"5,91",6935091.0,5.63,6176009.0,5.91
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và động cơ khác",4.009.915,"3,26",2.094.572,"2,00",4009915.0,3.26,2094572.0,2.0
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",3.233.808,"2,63",3.112.468,"2,98",3233808.0,2.63,3112468.0,2.98
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,2.541.493,"2,06",2.076.111,"1,99",2541493.0,2.06,2076111.0,1.99
"Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm","Hoạt động tài chính, ngân hàng và bảo hiểm",1.396.710,"1,13",2.450.185,"2,34",1396710.0,1.13,2450185.0,2.34
"Hoạt động của đăng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của đăng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của đăng Cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc",1.165.949,"0,95",1.022.695,"0,98",1165949.0,0.95,1022695.0,0.98
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,1.235.420,"1,00",87.524,"0,08",1235420.0,1.0,87524.0,0.08
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",216.099,"0,18",145.459,"0,14",216099.0,0.18,145459.0,0.14
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",200.449,"0,16",364.682,"0,35",200449.0,0.16,364682.0,0.35
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,170.462,"0,14",78.569,"0,08",170462.0,0.14,78569.0,0.08
Khai khoáng,Khai khoáng,Khai khoáng,164.212,"0,13",167.306,"0,16",164212.0,0.13,167306.0,0.16
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,129.755,"0,11",126.453,"0,12",129755.0,0.11,126453.0,0.12
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,99.103,"0,08",88.486,"0,08",99103.0,0.08,88486.0,0.08
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",42.333,"0,03",51.751,"0,05",42333.0,0.03,51751.0,0.05
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,18.512.147,"15,04",14.482.712,"13,87",18512147.0,15.04,14482712.0,13.87
,,,123.131.648,"100,00",104.497.028,"100,00",123131648.0,100.0,104497028.0,100.0
