row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tạm ứng mua sắm TSCĐ (i),Tạm ứng mua sắm TSCĐ (i),Tạm ứng mua sắm TSCĐ (i),577.447,672.454,577447.0,672454.0
Chỉ phí công trình,Chỉ phí công trình,Chỉ phí công trình,344.231,247.247,344231.0,247247.0
Phải thu từ hoạt động bán chứng khoántrả chậm (ii),Phải thu từ hoạt động bán chứng khoántrả chậm (ii),Phải thu từ hoạt động bán chứng khoántrả chậm (ii),239.980,1.646.701,239980.0,1646701.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,162.805,164.604,162805.0,164604.0
Phải thu liên minh thể,Phải thu liên minh thể,Phải thu liên minh thể,104.719,27.392,104719.0,27392.0
"Ký quỹ thuê văn phòng, TSCĐ vàcông cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ vàcông cụ dụng cụ","Ký quỹ thuê văn phòng, TSCĐ vàcông cụ dụng cụ",83.684,77.404,83684.0,77404.0
Phải thu ngân sách Nhà nước (iii),Phải thu ngân sách Nhà nước (iii),Phải thu ngân sách Nhà nước (iii),58.973,-,58973.0,
Phải thu đối tác thu hộ tiền vay,Phải thu đối tác thu hộ tiền vay,Phải thu đối tác thu hộ tiền vay,58.442,84.964,58442.0,84964.0
Phải thu hoa hồng đại lý (iv),Phải thu hoa hồng đại lý (iv),Phải thu hoa hồng đại lý (iv),54.712,34.731,54712.0,34731.0
Phải thu tiền hỗ trợ dịch vụ kỹ thuật (v),Phải thu tiền hỗ trợ dịch vụ kỹ thuật (v),Phải thu tiền hỗ trợ dịch vụ kỹ thuật (v),51.391,-,51391.0,
Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,28.527,-,28527.0,
Tạm ứng chỉ phí xử lý tài sản bảo đảm,Tạm ứng chỉ phí xử lý tài sản bảo đảm,Tạm ứng chỉ phí xử lý tài sản bảo đảm,23.699,24.806,23699.0,24806.0
Tạm ứng cho khoản tiền gửi tiết kiệm trả lãitrao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãitrao ngay,Tạm ứng cho khoản tiền gửi tiết kiệm trả lãitrao ngay,13.571,22.645,13571.0,22645.0
Phải thu thanh lý tài sản,Phải thu thanh lý tài sản,Phải thu thanh lý tài sản,-,280.000,,280000.0
Phải thu Tổng Công ty Công nghiệptàu thủy Vinashin,Phải thu Tổng Công ty Công nghiệptàu thủy Vinashin,Phải thu Tổng Công ty Công nghiệptàu thủy Vinashin,-,11.456,,11456.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,171.943,129.243,171943.0,129243.0
,,,1.974.124,3.423.647,1974124.0,3423647.0
