row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,,,
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi thanh toán,(19.791),(7.489),,-19791.0,-7489.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi có kỳ hạn,(963.177),(603.041),,-963177.0,-603041.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Tiền gửi ký quỹ,(46),(46),,-46.0,-46.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cho vay,361.620,474.300,,361620.0,474300.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Dự thu lãi cho vay,633,830,,633.0,830.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Chứng khoán nợ sẵn sàng để bán,350.000,350.000,,350000.0,350000.0
Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Bên liên quan > Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Cổ đông lớn vàcác bên liên quanvới cổ đông lớn,Dự thu lãi chứng khoán nợ sẵn sàngđể bán,23.905,23.819,,23905.0,23819.0
Các công ty Ngân hàng đầu tư góp vốn,Bên liên quan > Các công ty Ngân hàng đầu tư góp vốn,Các công ty Ngân hàng đầu tư góp vốn,Tiền gửi thanh toán và vốn chuyên dụng,(416.257),(199.811),,-416257.0,-199811.0
Các công ty Ngân hàng đầu tư góp vốn,Bên liên quan > Các công ty Ngân hàng đầu tư góp vốn,Các công ty Ngân hàng đầu tư góp vốn,Tiền gửi có kỳ hạn,(1.509.628),(3.206.754),,-1509628.0,-3206754.0
Các công ty Ngân hàng đầu tư góp vốn,Bên liên quan > Các công ty Ngân hàng đầu tư góp vốn,Các công ty Ngân hàng đầu tư góp vốn,Tiền gửi ký quỹ,(2),(437),,-2.0,-437.0
Các công ty Ngân hàng đầu tư góp vốn,Bên liên quan > Các công ty Ngân hàng đầu tư góp vốn,Các công ty Ngân hàng đầu tư góp vốn,Cho vay,1.224.055,865.153,,1224055.0,865153.0
Các công ty Ngân hàng đầu tư góp vốn,Bên liên quan > Các công ty Ngân hàng đầu tư góp vốn,Các công ty Ngân hàng đầu tư góp vốn,Dự thu lãi cho vay,699,405,,699.0,405.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Tiền gửi thanh toán,(41.496),(93.670),,-41496.0,-93670.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Tiền gửi tiết kiệm,(426.404),(729.810),,-426404.0,-729810.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Cho vay,17.308,5.913,,17308.0,5913.0
Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Bên liên quan > Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Thành viên Hội đồng Quản trị vàBan Điều hành của Ngân hàng và các bên liên quan đến các cá nhân này,Dự thu lãi cho vay,98,92,,98.0,92.0
