row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,Lãi phải trả tiền gửi tiết kiệm bằng VND,1.663.962,1.902.225,1663962.0,1902225.0
Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,Lãi phải trả tiền gửi bằng VND,819.086,423.823,819086.0,423823.0
Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,Lãi phải trả phát hành giấy tờ có giá bằng VND,341.940,164.489,341940.0,164489.0
Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,Lãi phải trả cho tiền vay bằng VND,161.696,153.586,161696.0,153586.0
Lãi phải trả liên quan đến giao dịch hoán đổi,Lãi phải trả liên quan đến giao dịch hoán đổi,Lãi phải trả liên quan đến giao dịch hoán đổi,89.121,11.933,89121.0,11933.0
Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,Lãi phải trả cho tiền vay bằng ngoại tệ,35.573,18.853,35573.0,18853.0
"Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư","Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư","Lãi phải trả cho vốn tài trợ, uỷ thác đầu tư",30.088,20.255,30088.0,20255.0
Lãi phải trả liên quan đến giao dịch kỳ hạn,Lãi phải trả liên quan đến giao dịch kỳ hạn,Lãi phải trả liên quan đến giao dịch kỳ hạn,1.387,72,1387.0,72.0
Lãi phải trả tiền gửi tiết kiệm bằng ngoại tệ,Lãi phải trả tiền gửi tiết kiệm bằng ngoại tệ,Lãi phải trả tiền gửi tiết kiệm bằng ngoại tệ,308,349,308.0,349.0
Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,Lãi phải trả tiền gửi bằng ngoại tệ,187,280,187.0,280.0
,,,3.143.348,2.695.865,3143348.0,2695865.0
