row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,62.568.265,"50,82",57.112.230,"54,65",62568265.0,50.82,57112230.0,54.65
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,33.584.239,"27,28",29.966.935,"28,67",33584239.0,27.28,29966935.0,28.67
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,24.016.754,"19,50",22.117.947,"21,17",24016754.0,19.5,22117947.0,21.17
Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,Công ty TNHH một thành viên do Nhà nước sở hữu 100% vốn điều lệ,2.137.205,"1,74",1.860.979,"1,78",2137205.0,1.74,1860979.0,1.78
Hộ kinh doanh,Hộ kinh doanh,Hộ kinh doanh,1.364.613,"1,11",946.070,"0,91",1364613.0,1.11,946070.0,0.91
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,401.011,"0,33",14.674,"0,01",401011.0,0.33,14674.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,383.636,"0,31",4.212,-,383636.0,0.31,4212.0,
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chỉ phối đối với công ty trong điều lệ của công ty,368.811,"0,30",442.218,"0,42",368811.0,0.3,442218.0,0.42
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,210.380,"0,17",1.516.054,"1,45",210380.0,0.17,1516054.0,1.45
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,36.838,"0,03",184.496,"0,18",36838.0,0.03,184496.0,0.18
Khác,Khác,Khác,64.778,"0,05",58.645,"0,06",64778.0,0.05,58645.0,0.06
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,60.563.383,"49,18",47.384.798,"45,35",60563383.0,49.18,47384798.0,45.35
,,,123.131.648,"100,00",104.497.028,"100,00",123131648.0,100.0,104497028.0,100.0
