row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,541.049,268.640,541049.0,268640.0
Thu phí dịch vụ bảo hiểm,Thu phí dịch vụ bảo hiểm,Thu phí dịch vụ bảo hiểm,267.709,66.998,267709.0,66998.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,184.209,122.376,184209.0,122376.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,16.879,12.188,16879.0,12188.0
Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,Thu phí dịch vụ bảo quản tài sản,3.546,389,3546.0,389.0
Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,Thu từ dịch vụ ủy thác và đại lý,202,153,202.0,153.0
Thu khác,Thu khác,Thu khác,68.504,66.536,68504.0,66536.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(102.874),(72.207),-102874.0,-72207.0
Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,Chi dịch vụ thanh toán,(71.906),(42.078),-71906.0,-42078.0
Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,Chi dịch vụ ngân quỹ,(11.447),(6.908),-11447.0,-6908.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(4.119),(4.619),-4119.0,-4619.0
Chi phí hoa hông mối giới,Chi phí hoa hông mối giới,Chi phí hoa hông mối giới,(1.902),(6.735),-1902.0,-6735.0
Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,Nghiệp vụ ủy thác và đại lý,(661),(159),-661.0,-159.0
Chi khác,Chi khác,Chi khác,(12.839),(11.708),-12839.0,-11708.0
,,,438.175,196.433,438175.0,196433.0
