row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018%/năm,Ngày 31 tháng 12năm 2017%/năm,numeric__Ngày 31 tháng 12năm 2018%/năm,numeric__Ngày 31 tháng 12năm 2017%/năm
Bằng VND,Bằng VND,Bằng VND,"0,00 - 79,02","0,00 - 79,02",,
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,"0,01 - 8,50","0,01 - 7,51",,
