row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Dếnt 3thángTriệu đồng,Dếnt 1thángTriệu đồng,Từ 1 - 3thángTriệu đồng,Từ 3 - 12thángTriệu đồng,Từ 1 - 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
Tiền mặt và vàng,Tài sản > Tiền mặt và vàng,Tiền mặt và vàng,-,-,2.096.395,-,-,-,-,2.096.395,,,2096395.0,,,,,2096395.0
Tiền gửi tại NHNN Việt Nam,Tài sản > Tiền gửi tại NHNN Việt Nam,Tiền gửi tại NHNN Việt Nam,-,-,5.385.604,-,-,-,-,5.385.604,,,5385604.0,,,,,5385604.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,27.822.204,4.603.340,-,-,-,32.425.544,,,27822204.0,4603340.0,,,,32425544.0
Chứng khoán kinh doanh - gộp,Tài sản > Chứng khoán kinh doanh - gộp,Chứng khoán kinh doanh - gộp,-,-,51.418,-,508.046,1.633.034,410.878,2.603.376,,,51418.0,,508046.0,1633034.0,410878.0,2603376.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,94.273,112.812,1.209,-,-,208.294,,,94273.0,112812.0,1209.0,,,208294.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,1.884.949,1.599.752,7.543.971,17.848.779,44.729.467,20.927.140,28.597.590,123.131.648,1884949.0,1599752.0,7543971.0,17848779.0,44729467.0,20927140.0,28597590.0,123131648.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,62.259,-,3.073.045,2.117.744,11.460.920,16.172.388,10.757.261,43.643.617,62259.0,,3073045.0,2117744.0,11460920.0,16172388.0,10757261.0,43643617.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,185.117,185.117,,,,,,,185117.0,185117.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,985.963,-,-,57.222,572.271,1.615.456,,,985963.0,,,57222.0,572271.0,1615456.0
Bất động sản đầu tư,Tài sản > Bất động sản đầu tư,Bất động sản đầu tư,-,-,-,-,-,-,51.955,51.955,,,,,,,51955.0,51955.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,43.891,-,1.590.882,2.419.675,1.714.595,836.529,459.714,7.065.286,43891.0,,1590882.0,2419675.0,1714595.0,836529.0,459714.0,7065286.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.991.099,1.599.752,48.643.755,27.102.350,58.414.237,39.626.313,41.034.786,218.412.292,1991099.0,1599752.0,48643755.0,27102350.0,58414237.0,39626313.0,41034786.0,218412292.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ NHNN Việt Nam,Nợ phải trả > Các khoản nợ NHNN Việt Nam,Các khoản nợ NHNN Việt Nam,-,-,7.753.312,56,7.652,125.235,25.628,7.911.883,,,7753312.0,56.0,7652.0,125235.0,25628.0,7911883.0
Tiền gửi và vay các TCTD khác,Nợ phải trả > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,-,-,35.018.481,2.075.800,742.610,2.736.420,115.950,40.689.261,,,35018481.0,2075800.0,742610.0,2736420.0,115950.0,40689261.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,45.925.001,21.405.329,55.679.754,5.047.892,2.118,128.060.094,,,45925001.0,21405329.0,55679754.0,5047892.0,2118.0,128060094.0
"Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vayTCTD chịu rủi ro",-,-,-,-,691,-,3.044.975,3.045.666,,,,,691.0,,3044975.0,3045666.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,552.000,1.219.000,3.390.000,7.129.000,2.637.000,14.927.000,,,552000.0,1219000.0,3390000.0,7129000.0,2637000.0,14927000.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.919.527,755.126,1.729.578,96.414,94.717,4.595.362,,,1919527.0,755126.0,1729578.0,96414.0,94717.0,4595362.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,91.168.321,25.455.311,61.550.285,15.134.961,5.920.388,199.229.266,,,91168321.0,25455311.0,61550285.0,15134961.0,5920388.0,199229266.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,1.991.099,1.599.752,(42.524.566),1.647.039,(3.136.048),24.491.352,35.114.398,19.183.026,1991099.0,1599752.0,-42524566.0,1647039.0,-3136048.0,24491352.0,35114398.0,19183026.0
