row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,16.1,569.227,526.448,161.0,569227.0,526448.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.171.919,1.078.472,,1171919.0,1078472.0
Khẩu hao tài sản cố định,TÀI SẢN > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,,(602.692),(552.024),,-602692.0,-552024.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16.2,1.046.229,1.000.169,162.0,1046229.0,1000169.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,1.240.443,1.181.235,,1240443.0,1181235.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(194.214),(181.066),,-194214.0,-181066.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,17,51.955,45.769,17.0,51955.0,45769.0
Nguyên giá bất động sản đầu tư,TÀI SẢN > Nguyên giá bất động sản đầu tư,Nguyên giá bất động sản đầu tư,,52.347,46.037,,52347.0,46037.0
Khẩu hao bất động sản đầu tư,TÀI SẢN > Khẩu hao bất động sản đầu tư,Khẩu hao bất động sản đầu tư,,(392),(268),,-392.0,-268.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,7.025.965,8.255.852,,7025965.0,8255852.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,18.1,1.974.124,3.423.647,181.0,1974124.0,3423647.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",18.2,3.519.215,3.416.359,182.0,3519215.0,3416359.0
Tài sản thuế TNDN hoãn lại,TÀI SẢN > Tài sản thuế TNDN hoãn lại,Tài sản thuế TNDN hoãn lại,25.2,-,21.238,252.0,,21238.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,18.3,1.571.947,1.455.489,183.0,1571947.0,1455489.0
Trong đó: Lợi thế thương mại,TÀI SẢN > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,5,27.851,33.614,5.0,27851.0,33614.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,18.4,(39.321),(60.881),184.0,-39321.0,-60881.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,216.057.406,189.334.271,,216057406.0,189334271.0
