row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,172.440,89.452,172440.0,89452.0
Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,159.394,78.373,159394.0,78373.0
Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),Quỹ khen thưởng và phúc lợi (i),13.046,11.079,13046.0,11079.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,911.329,795.871,911329.0,795871.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,269.268,329.776,269268.0,329776.0
Phải trả cho đại lý (ii),Phải trả cho đại lý (ii),Phải trả cho đại lý (ii),368.156,167.839,368156.0,167839.0
Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,Thuế và các khoản phải trả ngân sách,,,,
Nhà nước (Thuyết minh 25),Thuế và các khoản phải trả ngân sách > Nhà nước (Thuyết minh 25),Nhà nước (Thuyết minh 25),172.365,106.155,172365.0,106155.0
Hoa hồng phải trả,Thuế và các khoản phải trả ngân sách > Hoa hồng phải trả,Hoa hồng phải trả,101.540,42.101,101540.0,42101.0
Phải trả từ nhận góp vốn,Thuế và các khoản phải trả ngân sách > Phải trả từ nhận góp vốn,Phải trả từ nhận góp vốn,-,150.000,,150000.0
Các khoản phải trả khác,Thuế và các khoản phải trả ngân sách > Các khoản phải trả khác,Các khoản phải trả khác,366.660,292.038,366660.0,292038.0
Doanh thu chờ phân bổ,Thuế và các khoản phải trả ngân sách > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,129.963,86.358,129963.0,86358.0
Phải trả về xây dựng cơ bản,Thuế và các khoản phải trả ngân sách > Phải trả về xây dựng cơ bản,Phải trả về xây dựng cơ bản,8.017,3.188,8017.0,3188.0
Các khoản phải trả khác,Thuế và các khoản phải trả ngân sách > Các khoản phải trả khác,Các khoản phải trả khác,228.680,202.492,228680.0,202492.0
,,,1.450.429,1.177.361,1450429.0,1177361.0
