row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,b.1) Chi tiết theo nội dung,,,,
"- Ký cược, ký quỹ","b.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",1.639.180.101.316,(23.550.000.000),1.949.442.872.265,(23.550.000.000),1639180101316.0,-23550000000.0,1949442872265.0,-23550000000.0
- Phải thu về Hợp tác,b.1) Chi tiết theo nội dung > - Phải thu về Hợp tác,- Phải thu về Hợp tác,123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
,,,1.762.796.901.316,(23.550.000.000),2.073.059.672.265,(23.550.000.000),1762796901316.0,-23550000000.0,2073059672265.0,-23550000000.0
b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,b.2) Chi tiết theo đối tượng,,,,
"- Ký quỹ, ký cược","b.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",1.639.180.101.316,(23.550.000.000),1.949.442.872.265,(23.550.000.000),1639180101316.0,-23550000000.0,1949442872265.0,-23550000000.0
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (10),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (10),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (10),779.161.548.259,-,929.103.184.944,-,779161548259.0,,929103184944.0,
+ Công ty TNHH Âu Lạc Quảng Ninh (11),b.2) Chi tiết theo đối tượng > + Công ty TNHH Âu Lạc Quảng Ninh (11),+ Công ty TNHH Âu Lạc Quảng Ninh (11),314.671.300.000,-,324.671.300.000,-,314671300000.0,,324671300000.0,
+ Công ty Cổ phần TID (12),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần TID (12),+ Công ty Cổ phần TID (12),50.000.000.000,-,50.000.000.000,-,50000000000.0,,50000000000.0,
+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (13),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (13),+ Công ty Cổ phần Đầu tư Xây dựng và Thương mại Nhật Hằng (13),357.143.970.942,-,439.644.084.142,-,357143970942.0,,439644084142.0,
+ Công ty Cổ phần Bitexco,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bitexco,+ Công ty Cổ phần Bitexco,15.000.000.000,-,15.000.000.000,-,15000000000.0,,15000000000.0,
+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,+ Công ty Cổ phần Đầu tư và Dịch vụ Khách sạn Soleil,22.550.000.000,(22.550.000.000),22.550.000.000,(22.550.000.000),22550000000.0,-22550000000.0,22550000000.0,-22550000000.0
+ Công ty Cổ phần Khai Son,b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Khai Son,+ Công ty Cổ phần Khai Son,26.125.000.000,-,26.500.000.000,-,26125000000.0,,26500000000.0,
+ Các đối tượng khác,b.2) Chi tiết theo đối tượng > + Các đối tượng khác,+ Các đối tượng khác,74.528.282.115,(1.000.000.000),141.974.303.179,(1.000.000.000),74528282115.0,-1000000000.0,141974303179.0,-1000000000.0
- Hợp tác kinh doanh,b.2) Chi tiết theo đối tượng > - Hợp tác kinh doanh,- Hợp tác kinh doanh,123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (14),b.2) Chi tiết theo đối tượng > + Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (14),+ Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ (14),123.616.800.000,-,123.616.800.000,-,123616800000.0,,123616800000.0,
,,,1.762.796.901.316,(23.550.000.000),2.073.059.672.265,(23.550.000.000),1762796901316.0,-23550000000.0,2073059672265.0,-23550000000.0
