row_label_raw,row_label_full,col_0,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 > Giá trị,01/01/2023 > Dự phòng,numeric__31/12/2023 > Giá trị,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 > Giá trị,numeric__01/01/2023 > Dự phòng
,,,VND,VND,VND,VND,,,,
- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,- Công ty Cổ phần Đầu tư và Phát triển Bất động sản Thế Kỳ,38.682.982.056,-,20.128.912.496,-,38682982056.0,,20128912496.0,
- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,- Công ty Cổ phần Dịch vụ và Đầu tư Trustlink,38.713.730.000,-,-,-,38713730000.0,,,
- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,- Công ty Cổ phần Hồng Lam Xuân Thành,21.673.536.359,-,89.946.709,-,21673536359.0,,89946709.0,
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,115.973.961.437,-,149.573.984.146,-,115973961437.0,,149573984146.0,
- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,- Công ty Cổ phần Đầu tư và Xây dựng Xuân Phú Hải,28.514.770.668,-,24.915.835.443,-,28514770668.0,,24915835443.0,
- Công ty TNHH Kinh doanh Bất động sản MIKHOME,- Công ty TNHH Kinh doanh Bất động sản MIKHOME,- Công ty TNHH Kinh doanh Bất động sản MIKHOME,73.948.569,-,15.159.917.922,-,73948569.0,,15159917922.0,
- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,- Công ty Cổ phần Bất động sản Galaxy Land,10.079.645.813,-,77.782.167.052,-,10079645813.0,,77782167052.0,
- Khách dự án Hud Mê Linh,- Khách dự án Hud Mê Linh,- Khách dự án Hud Mê Linh,7.542.880.000,-,59.672.250.000,-,7542880000.0,,59672250000.0,
- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),- Khách mua căn hộ dự án tòa nhà Hợp tác xã Thành Công (Dự án Trinity Tower),421.558.992,-,6.758.261.417,-,421558992.0,,6758261417.0,
- Khách hàng dự án Hoa Tiên Paradise,- Khách hàng dự án Hoa Tiên Paradise,- Khách hàng dự án Hoa Tiên Paradise,70.239.266.928,-,209.982.466.028,-,70239266928.0,,209982466028.0,
- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,194.660.686.914,(15.837.981.961),174.550.354.561,(15.837.981.961),194660686914.0,-15837981961.0,174550354561.0,-15837981961.0
,,,526.576.967.736,(15.837.981.961),738.614.095.774,(15.837.981.961),526576967736.0,-15837981961.0,738614095774.0,-15837981961.0
