row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2023 > VND,01/01/2023 > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.550.256.061.283,4.702.975.876.404,,,4550256061283.0,4702975876404.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,100.369.795.742,69.921.292.464,,3.0,100369795742.0,69921292464.0
111,111,111,1. Tiền,,100.369.795.742,69.921.292.464,,,100369795742.0,69921292464.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,96.982.084.595,220.578.355.216,,4.0,96982084595.0,220578355216.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,,96.982.084.595,220.578.355.216,,,96982084595.0,220578355216.0
130,130,130,III. Các khoản phải thu ngắn hạn,,3.831.151.147.859,3.992.243.616.406,,,3831151147859.0,3992243616406.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,526.576.967.736,738.614.095.774,,5.0,526576967736.0,738614095774.0
132,132,132,2. Trà trước cho người bán ngắn hạn,6,96.235.715.055,156.819.311.132,,6.0,96235715055.0,156819311132.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,406.103.072.948,544.703.700.000,,7.0,406103072948.0,544703700000.0
136,136,136,4. Phải thu ngắn hạn khác,8,2.823.848.674.405,2.573.719.791.785,,8.0,2823848674405.0,2573719791785.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(21.613.282.285),(21.613.282.285),,,-21613282285.0,-21613282285.0
140,140,140,IV. Hàng tồn kho,10,509.444.149.731,396.824.068.576,,10.0,509444149731.0,396824068576.0
141,141,141,1. Hàng tồn kho,,509.444.149.731,396.824.068.576,,,509444149731.0,396824068576.0
150,150,150,V. Tài sản ngắn hạn khác,,12.308.883.356,23.408.543.742,,,12308883356.0,23408543742.0
151,151,151,1. Chi phí trả trước ngắn hạn,15,5.628.486.280,10.144.438.131,,15.0,5628486280.0,10144438131.0
152,152,152,2. Thuế GTGT được khấu trừ,,5.931.354.349,13.022.425.762,,,5931354349.0,13022425762.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,19,749.042.727,241.679.849,,19.0,749042727.0,241679849.0
200,200,200,B. TÀI SẢN DÀI HẠN,,2.212.380.741.260,2.536.083.050.299,,,2212380741260.0,2536083050299.0
210,210,210,I. Các khoản phải thu dài hạn,,1.739.246.901.316,2.049.509.672.265,,,1739246901316.0,2049509672265.0
216,216,216,1. Phải thu dài hạn khác,8,1.762.796.901.316,2.073.059.672.265,,8.0,1762796901316.0,2073059672265.0
219,219,219,2. Dự phòng phải thu dài hạn khó đòi,,(23.550.000.000),(23.550.000.000),,,-23550000000.0,-23550000000.0
220,220,220,II. Tài sản cố định,,166.049.979.350,174.713.509.007,,,166049979350.0,174713509007.0
221,221,221,1. Tài sản cố định hữu hình,12,120.311.411.497,134.748.521.287,,12.0,120311411497.0,134748521287.0
222,222,222,- Nguyên giá,,178.585.954.950,184.741.432.223,,,178585954950.0,184741432223.0
223,223,223,- Giá trị hao mòn luỹ kế,,(58.274.543.453),(49.992.910.936),,,-58274543453.0,-49992910936.0
227,227,227,2. Tài sản cố định vô hình,13,45.738.567.853,39.964.987.720,,13.0,45738567853.0,39964987720.0
228,228,228,- Nguyên giá,,58.872.691.171,49.243.102.213,,,58872691171.0,49243102213.0
229,229,229,- Giá trị hao mòn luỹ kế,,(13.134.123.318),(9.278.114.493),,,-13134123318.0,-9278114493.0
230,230,230,III. Bất động sản đầu tư,14,125.368.274.813,129.872.524.205,,14.0,125368274813.0,129872524205.0
231,231,231,- Nguyên giá,,135.127.481.829,135.127.481.829,,,135127481829.0,135127481829.0
232,232,232,- Giá trị hao mòn luỹ kế,,(9.759.207.016),(5.254.957.624),,,-9759207016.0,-5254957624.0
240,240,240,IV. Tài sản dở dang dài hạn,11,1.774.751.958,11.404.340.916,,11.0,1774751958.0,11404340916.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,1.774.751.958,11.404.340.916,,,1774751958.0,11404340916.0
250,250,250,V. Đầu tư tài chính dài hạn,4,160.930.000.000,145.180.000.000,,4.0,160930000000.0,145180000000.0
251,251,251,1. Đầu tư vào công ty con,,160.930.000.000,145.180.000.000,,,160930000000.0,145180000000.0
260,260,260,VI. Tài sản dài hạn khác,,19.010.833.823,25.403.003.906,,,19010833823.0,25403003906.0
261,261,261,1. Chi phí trả trước dài hạn,15,19.010.833.823,25.403.003.906,,15.0,19010833823.0,25403003906.0
270,270,270,TỔNG CỘNG TÀI SẢN,,6.762.636.802.543,7.239.058.926.703,,,6762636802543.0,7239058926703.0
