row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,Thuyết minh,31/12/2023 > VND,01/01/2023 > VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 > VND
300,300,300,C.,NỘ PHẢI TRẢ,,1.303.927.067.185,1.775.115.628.310,,,,1303927067185.0,1775115628310.0
310,310,310,I.,Nợ ngắn hạn,,928.666.581.993,1.769.562.315.358,,,,928666581993.0,1769562315358.0
311,311,311,1.,Phải trả người bán ngắn hạn,17,60.215.466.759,94.816.565.845,1.0,,17.0,60215466759.0,94816565845.0
312,312,312,2.,Người mua trả tiền trước ngắn hạn,18,14.799.967.154,25.024.916.952,2.0,,18.0,14799967154.0,25024916952.0
313,313,313,3.,Thuế và các khoản phải nộp Nhà nước,19,62.230.355.457,112.673.862.571,3.0,,19.0,62230355457.0,112673862571.0
314,314,314,4.,Phải trả người lao động,,12.466.468.746,55.886.601.253,4.0,,,12466468746.0,55886601253.0
315,315,315,5.,Chi phí phải trả ngắn hạn,20,55.218.760.058,127.874.278.637,5.0,,20.0,55218760058.0,127874278637.0
318,318,318,6.,Doanh thu chưa thực hiện ngắn hạn,22,77.098.898.865,1.104.340.100,6.0,,22.0,77098898865.0,1104340100.0
319,319,319,7.,Phải trả ngắn hạn khác,21,235.614.513.790,400.324.554.177,7.0,,21.0,235614513790.0,400324554177.0
320,320,320,8.,Vay và nợ thuê tài chính ngắn hạn,16,410.992.731.821,934.995.883.962,8.0,,16.0,410992731821.0,934995883962.0
322,322,322,9.,Quỹ khen thưởng phúc lợi,,29.419.343,16.861.311.861,9.0,,,29419343.0,16861311861.0
330,330,330,II.,Nợ dài hạn,,375.260.485.192,5.553.312.952,,,,375260485192.0,5553312952.0
337,337,337,1.,Phải trả dài hạn khác,21,21.275.445.192,3.280.592.952,1.0,,21.0,21275445192.0,3280592952.0
338,338,338,2.,Vay và nợ thuê tài chính dài hạn,16,353.985.040.000,2.272.720.000,2.0,,16.0,353985040000.0,2272720000.0
400,400,400,D.,VỐN CHỦ SỞ HỮU,,5.458.709.735.358,5.463.943.298.393,,,,5458709735358.0,5463943298393.0
410,410,410,I.,Vốn chủ sở hữu,23,5.458.709.735.358,5.463.943.298.393,,,23.0,5458709735358.0,5463943298393.0
411,411,411,1.,Vốn góp của chủ sở hữu,,4.636.785.340.000,4.636.785.340.000,1.0,,,4636785340000.0,4636785340000.0
411a,411a,411a,-,Cổ phiếu phổ thông có quyền biểu quyết,,4.636.785.340.000,4.636.785.340.000,,,,4636785340000.0,4636785340000.0
412,412,412,2.,Thặng dư vốn cổ phần,,149.798.900.000,149.798.900.000,2.0,,,149798900000.0,149798900000.0
414,414,414,3.,Vốn khác của chủ sở hữu,,36.000.000.000,36.000.000.000,3.0,,,36000000000.0,36000000000.0
415,415,415,4.,Cổ phiếu quỹ,,(1.080.000),(1.080.000),4.0,,,-1080000.0,-1080000.0
418,418,418,5.,Quỹ đầu tư phát triển,,131.976.589.086,112.887.864.111,5.0,,,131976589086.0,112887864111.0
421,421,421,6.,Lợi nhuận sau thuế chưa phân phối,,504.149.986.272,528.472.274.282,6.0,,,504149986272.0,528472274282.0
421a,421a,421a,-,LNST chưa phân phối lũy kế đến cuối năm trước,,495.994.521.681,339.499.805.491,,,,495994521681.0,339499805491.0
421b,421b,421b,-,LNST chưa phân phối năm nay,,8.155.464.591,188.972.468.791,,,,8155464591.0,188972468791.0
