row_label_raw,row_label_full,Tên công ty nhận đầu tư,Nơi thành lập và hoạt động,Tỷ lệ biểu quyết,Hoạt động kinh doanh chính,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Hoạt động kinh doanh chính
Công ty con- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Công ty con- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Công ty con- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,Thành phố Hà Nội,100%,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê. Tư vấn, môi giới, quản lý, quảng cáo bất động sản.",,1.0,
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao mới,Thành phố Hà Nội,80%,"Cung cấp dịch vụ giá trị gia tăng trên mạng internet, quảng cáo, tổ chức xúc tiến thương mại, nghiên cứu thị trường.",,0.8,
