row_label_raw,row_label_full,col_0,31/12/2023,Tỷ lệ,01/01/2023,Tỷ lệ_1,numeric__31/12/2023,numeric__Tỷ lệ,numeric__01/01/2023,numeric__Tỷ lệ_1
,,,VND,%,VND,%,,,,
Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,Công ty Cổ phần Tập đoàn Thế Kỳ,2.315.113.730.000,"49,93",2.315.113.730.000,"49,93",2315113730000.0,49.93,2315113730000.0,49.93
Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,506.000.000.000,"10,91",506.000.000.000,"10,91",506000000000.0,10.91,506000000000.0,10.91
Các cổ đông khác,Các cổ đông khác,Các cổ đông khác,1.815.671.610.000,"39,16",1.815.671.610.000,"39,16",1815671610000.0,39.16,1815671610000.0,39.16
,,,4.636.785.340.000,100,4.636.785.340.000,100,4636785340000.0,100.0,4636785340000.0,100.0
