row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Số có khả năng trả nợVND,01/01/2023 > Giá trịVND,01/01/2023 > Số có khả năng trả nợVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Số có khả năng trả nợVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Số có khả năng trả nợVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Công ty Cổ phần Tập đoàn Thế Kỳ,a) Ngắn hạn > - Công ty Cổ phần Tập đoàn Thế Kỳ,- Công ty Cổ phần Tập đoàn Thế Kỳ,-,-,3.056.102.783,3.056.102.783,,,3056102783.0,3056102783.0
- Công ty Cổ phần Bất động sản Cen Sài Gòn,a) Ngắn hạn > - Công ty Cổ phần Bất động sản Cen Sài Gòn,- Công ty Cổ phần Bất động sản Cen Sài Gòn,4.634.574.200,4.634.574.200,9.004.722.258,9.004.722.258,4634574200.0,4634574200.0,9004722258.0,9004722258.0
- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,a) Ngắn hạn > - Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,- Công ty Cổ phần Truyền thông và Giải trí Ngôi Sao Mới,6.409.622.084,6.409.622.084,8.496.097.053,8.496.097.053,6409622084.0,6409622084.0,8496097053.0,8496097053.0
- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,a) Ngắn hạn > - Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,- Công ty TNHH TMĐT Ngôi nhà Thế Kỳ,1.409.550.842,1.409.550.842,7.104.796.559,7.104.796.559,1409550842.0,1409550842.0,7104796559.0,7104796559.0
- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,a) Ngắn hạn > - Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,- Công ty Cổ phần Dịch vụ Golf và Lữ hành Thế Kỳ,402.084.103,402.084.103,1.481.422.603,1.481.422.603,402084103.0,402084103.0,1481422603.0,1481422603.0
- Công ty TNHH Cen Cuckoo,a) Ngắn hạn > - Công ty TNHH Cen Cuckoo,- Công ty TNHH Cen Cuckoo,,-,4.915.000.000,4.915.000.000,,,4915000000.0,4915000000.0
- Công ty TNHH Quản lý Đối tác Liên kết Cen,a) Ngắn hạn > - Công ty TNHH Quản lý Đối tác Liên kết Cen,- Công ty TNHH Quản lý Đối tác Liên kết Cen,1.492.632.861,1.492.632.861,4.326.017.050,4.326.017.050,1492632861.0,1492632861.0,4326017050.0,4326017050.0
- Công ty Cổ phần Cen Miền Trung,a) Ngắn hạn > - Công ty Cổ phần Cen Miền Trung,- Công ty Cổ phần Cen Miền Trung,2.722.397.552,2.722.397.552,2.532.705.938,2.532.705.938,2722397552.0,2722397552.0,2532705938.0,2532705938.0
- Công ty Cổ phần CEN Bắc Ninh,a) Ngắn hạn > - Công ty Cổ phần CEN Bắc Ninh,- Công ty Cổ phần CEN Bắc Ninh,3.063.051.831,3.063.051.831,1.408.077.628,1.408.077.628,3063051831.0,3063051831.0,1408077628.0,1408077628.0
- Công ty Cổ phần CEN Hải Phòng,a) Ngắn hạn > - Công ty Cổ phần CEN Hải Phòng,- Công ty Cổ phần CEN Hải Phòng,484.715.869,484.715.869,1.560.452.707,1.560.452.707,484715869.0,484715869.0,1560452707.0,1560452707.0
- Công ty Cổ phần Cen Housing,a) Ngắn hạn > - Công ty Cổ phần Cen Housing,- Công ty Cổ phần Cen Housing,5.644.049,5.644.049,5.644.049,5.644.049,5644049.0,5644049.0,5644049.0,5644049.0
- Công ty Cổ phần CEN Thanh Hóa,a) Ngắn hạn > - Công ty Cổ phần CEN Thanh Hóa,- Công ty Cổ phần CEN Thanh Hóa,-,-,536.327.256,536.327.256,,,536327256.0,536327256.0
- Công ty Cổ phần Cen Academy,a) Ngắn hạn > - Công ty Cổ phần Cen Academy,- Công ty Cổ phần Cen Academy,294.520.679,294.520.679,4.237.520.679,4.237.520.679,294520679.0,294520679.0,4237520679.0,4237520679.0
- Công ty Cổ phần Cen Quảng Ninh,a) Ngắn hạn > - Công ty Cổ phần Cen Quảng Ninh,- Công ty Cổ phần Cen Quảng Ninh,-,-,429.782.275,429.782.275,,,429782275.0,429782275.0
- Công ty Cổ phần Cen Nghệ An,a) Ngắn hạn > - Công ty Cổ phần Cen Nghệ An,- Công ty Cổ phần Cen Nghệ An,248.023.549,248.023.549,274.416.613,274.416.613,248023549.0,248023549.0,274416613.0,274416613.0
- Công ty Cổ phần CEN Bình Thuận,a) Ngắn hạn > - Công ty Cổ phần CEN Bình Thuận,- Công ty Cổ phần CEN Bình Thuận,517.292.052,517.292.052,517.292.052,517.292.052,517292052.0,517292052.0,517292052.0,517292052.0
- Công ty Cổ phần CEN Đông Bắc,a) Ngắn hạn > - Công ty Cổ phần CEN Đông Bắc,- Công ty Cổ phần CEN Đông Bắc,-,-,151.937.441,151.937.441,,,151937441.0,151937441.0
- Công ty Cổ phần CEN Bình Định,a) Ngắn hạn > - Công ty Cổ phần CEN Bình Định,- Công ty Cổ phần CEN Bình Định,1.470.097.114,1.470.097.114,1.660.838.275,1.660.838.275,1470097114.0,1470097114.0,1660838275.0,1660838275.0
- Công ty Cổ phần Cen HCM,a) Ngắn hạn > - Công ty Cổ phần Cen HCM,- Công ty Cổ phần Cen HCM,723.186.823,723.186.823,3.135.441.062,3.135.441.062,723186823.0,723186823.0,3135441062.0,3135441062.0
- Công ty Cổ phần Bất động sản Ngaland,a) Ngắn hạn > - Công ty Cổ phần Bất động sản Ngaland,- Công ty Cổ phần Bất động sản Ngaland,3.346.079.487,3.346.079.487,4.622.075.619,4.622.075.619,3346079487.0,3346079487.0,4622075619.0,4622075619.0
- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,a) Ngắn hạn > - Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,- Công ty TNHH Đầu tư Phát triển Địa ốc TH Việt Nam,1.268.998.474,1.268.998.474,3.470.403.602,3.470.403.602,1268998474.0,1268998474.0,3470403602.0,3470403602.0
- Công ty Cổ phần Tập đoàn A&F,a) Ngắn hạn > - Công ty Cổ phần Tập đoàn A&F,- Công ty Cổ phần Tập đoàn A&F,4.733.922.294,4.733.922.294,-,-,4733922294.0,4733922294.0,,
