row_label_raw,row_label_full,col_0,31/12/2023 > Giá trịVND,31/12/2023 > Dự phòngVND,01/01/2023 > Giá trịVND,01/01/2023 > Dự phòngVND,numeric__31/12/2023 > Giá trịVND,numeric__31/12/2023 > Dự phòngVND,numeric__01/01/2023 > Giá trịVND,numeric__01/01/2023 > Dự phòngVND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,a.1) Chi tiết theo nội dung,,,,
- Phải thu về tiền lãi,a.1) Chi tiết theo nội dung > - Phải thu về tiền lãi,- Phải thu về tiền lãi,2.867.808.704,-,10.878.687.959,-,2867808704.0,,10878687959.0,
- Phải thu về BHXH,a.1) Chi tiết theo nội dung > - Phải thu về BHXH,- Phải thu về BHXH,17.286.548,-,196.758.429,-,17286548.0,,196758429.0,
- Tạm ứng,a.1) Chi tiết theo nội dung > - Tạm ứng,- Tạm ứng,29.996.624.414,-,17.484.603.106,-,29996624414.0,,17484603106.0,
"- Ký cược, ký quỹ","a.1) Chi tiết theo nội dung > - Ký cược, ký quỹ","- Ký cược, ký quỹ",374.127.963.523,-,635.302.279.363,-,374127963523.0,,635302279363.0,
- Phải thu trả lại hàng (7),a.1) Chi tiết theo nội dung > - Phải thu trả lại hàng (7),- Phải thu trả lại hàng (7),168.486.489.023,-,-,-,168486489023.0,,,
- Các khoản chỉ/bù trừ công nợ hộ (8)(9),a.1) Chi tiết theo nội dung > - Các khoản chỉ/bù trừ công nợ hộ (8)(9),- Các khoản chỉ/bù trừ công nợ hộ (8)(9),237.881.869.735,-,-,-,237881869735.0,,,
- Hợp tác kinh doanh,a.1) Chi tiết theo nội dung > - Hợp tác kinh doanh,- Hợp tác kinh doanh,1.997.921.100.451,,1.897.921.100.000,-,1997921100451.0,,1897921100000.0,
- Phải thu khác,a.1) Chi tiết theo nội dung > - Phải thu khác,- Phải thu khác,12.549.532.007,(5.775.300.324),11.936.362.928,(5.775.300.324),12549532007.0,-5775300324.0,11936362928.0,-5775300324.0
,,,2.823.848.674.405,(5.775.300.324),2.573.719.791.785,(5.775.300.324),2823848674405.0,-5775300324.0,2573719791785.0,-5775300324.0
a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,a.2) Chi tiết theo đối tượng,,,,
"- Ký quỹ, ký cược","a.2) Chi tiết theo đối tượng > - Ký quỹ, ký cược","- Ký quỹ, ký cược",374.127.963.523,-,635.302.279.363,-,374127963523.0,,635302279363.0,
+ Công ty Cổ phần Bắt động sản Cen Sài Gòn,a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bắt động sản Cen Sài Gòn,+ Công ty Cổ phần Bắt động sản Cen Sài Gòn,8.394.267.734,-,10.000.000.000,-,8394267734.0,,10000000000.0,
+ Công ty Cổ phần Hồng Lam Xuân Thành (1),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Hồng Lam Xuân Thành (1),+ Công ty Cổ phần Hồng Lam Xuân Thành (1),254.268.689.153,-,500.000.000.000,-,254268689153.0,,500000000000.0,
+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),+ Công ty Cổ phần Tư vấn Thiết kế và Đầu tư Xây dựng Đại Nam Sơn (2),52.650.639.863,-,52.650.639.863,-,52650639863.0,,52650639863.0,
+ Công ty Cổ phần Paradise Đại Lãi(3),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Paradise Đại Lãi(3),+ Công ty Cổ phần Paradise Đại Lãi(3),55.000.000.000,-,55.000.000.000,-,55000000000.0,,55000000000.0,
+ Các đối tượng khác,a.2) Chi tiết theo đối tượng > + Các đối tượng khác,+ Các đối tượng khác,3.814.366.773,-,17.651.639.500,,3814366773.0,,17651639500.0,
- Hợp tác kinh doanh,a.2) Chi tiết theo đối tượng > - Hợp tác kinh doanh,- Hợp tác kinh doanh,1.997.921.100.451,-,1.897.921.100.000,-,1997921100451.0,,1897921100000.0,
+ Công ty Cổ phần Tập đoàn Đông Đô (4),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Tập đoàn Đông Đô (4),+ Công ty Cổ phần Tập đoàn Đông Đô (4),30.000.000.000,-,30.000.000.000,-,30000000000.0,,30000000000.0,
+ Công ty Cổ phần Bắt Đông Sản Galaxy Land (5),a.2) Chi tiết theo đối tượng > + Công ty Cổ phần Bắt Đông Sản Galaxy Land (5),+ Công ty Cổ phần Bắt Đông Sản Galaxy Land (5),1.167.921.100.451,-,1.067.921.100.000,-,1167921100451.0,,1067921100000.0,
