row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022,numeric__Năm 2023,numeric__Năm 2022
,,,VND,VND,,
Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,Chi phí đồ dùng văn phòng,6.862.477.480,4.558.616.111,6862477480.0,4558616111.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,18.539.648.323,29.382.502.200,18539648323.0,29382502200.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,17.737.906.374,20.513.646.737,17737906374.0,20513646737.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,-,38.791.669.220,,38791669220.0
Phí thương hiệu phải trả Công ty Cổ phần Tập đoàn Thế Kỳ (*),Phí thương hiệu phải trả Công ty Cổ phần Tập đoàn Thế Kỳ (*),Phí thương hiệu phải trả Công ty Cổ phần Tập đoàn Thế Kỳ (*),-,13.628.812.342,,13628812342.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",61.783.997,24.000.000,61783997.0,24000000.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,13.208.560.536,81.256.013.542,13208560536.0,81256013542.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,12.672.214.641,13.748.414.865,12672214641.0,13748414865.0
,,,69.082.591.351,201.903.675.017,69082591351.0,201903675017.0
