row_label_raw,row_label_full,Tài sản bộ phận,1.560.347.079.718,4.384.287.283.343,-,5.944.634.363.061,numeric__1.560.347.079.718,numeric__4.384.287.283.343,numeric__-,numeric__5.944.634.363.061
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,-,-,-,818.002.439.482,,,,818002439482.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,1.560.347.079.718,4.384.287.283.343,-,6.762.636.802.543,1560347079718.0,4384287283343.0,,6762636802543.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,52.226.427.590,374.405.076.410,-,426.631.504.000,52226427590.0,374405076410.0,,426631504000.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,-,-,877.295.563.185,,,,877295563185.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,52.226.427.590,374.405.076.410,-,1.303.927.067.185,52226427590.0,374405076410.0,,1303927067185.0
