row_label_raw,row_label_full,Tên dự án,31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
Tên dự án,Tên dự án,Tên dự án,VND,VND,,
Dự án Golden Hill,Tên dự án > Dự án Golden Hill,Dự án Golden Hill,-,98.600.000.000,,98600000000.0
Dự án Dabaco Lạc Vệ,Tên dự án > Dự án Dabaco Lạc Vệ,Dự án Dabaco Lạc Vệ,34.000.000.000,44.000.000.000,34000000000.0,44000000000.0
Dự án Bình Minh,Tên dự án > Dự án Bình Minh,Dự án Bình Minh,73.450.299.008,83.450.299.008,73450299008.0,83450299008.0
Dự án Eurowindow,Tên dự án > Dự án Eurowindow,Dự án Eurowindow,132.200.000.000,142.200.000.000,132200000000.0,142200000000.0
Dự án Dabaco Lý Thái Tổ,Tên dự án > Dự án Dabaco Lý Thái Tổ,Dự án Dabaco Lý Thái Tổ,33.200.000.000,43.200.000.000,33200000000.0,43200000000.0
Dự án Hoa Tiên Paradise (*),Tên dự án > Dự án Hoa Tiên Paradise (*),Dự án Hoa Tiên Paradise (*),506.311.249.251,517.652.885.936,506311249251.0,517652885936.0
Cộng,Tên dự án > Cộng,Cộng,779.161.548.259,929.103.184.944,779161548259.0,929103184944.0
