row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,"Thiết bị, dụng cụquản lý",Tài sản khác,Đơn vị tính: VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,"numeric__Thiết bị, dụng cụquản lý",numeric__Tài sản khác,numeric__Đơn vị tính: VNDTổng cộng
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,,
Số đầu năm- Mua trong năm,Nguyên giá: > Số đầu năm- Mua trong năm,Số đầu năm- Mua trong năm,494.401.123.038-,46.834.308.365-,23.139.459.091-,3.859.770.788-,70.673.070.23492.209.545,638.907.731.51692.209.545,,,,,7.06730702349221e+18,6.389077315169221e+19
Số cuối năm,Nguyên giá: > Số cuối năm,Số cuối năm,494.401.123.038,46.834.308.365,23.139.459.091,3.859.770.788,70.765.279.779,638.999.941.061,494401123038.0,46834308365.0,23139459091.0,3859770788.0,70765279779.0,638999941061.0
Trong đó:Đã khấu hao hết,Nguyên giá: > Trong đó:Đã khấu hao hết,Trong đó:Đã khấu hao hết,-,975.536.703,7.285.349.090,3.329.393.567,1.619.881.949,13.210.161.309,,975536703.0,7285349090.0,3329393567.0,1619881949.0,13210161309.0
Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,Giá trị khấu hao lũy kế:,,,,,,
Số đầu năm- Khấu hao trong năm,Giá trị khấu hao lũy kế: > Số đầu năm- Khấu hao trong năm,Số đầu năm- Khấu hao trong năm,44.475.046.79911.050.579.344,10.172.813.3853.582.929.421,14.176.398.8272.862.240.015,3.476.876.637125.717.199,18.364.623.1396.473.852.453,90.665.758.78724.095.318.432,4.4475046799110507e+21,1.0172813385358293e+20,1.4176398827286223e+20,3.476876637125717e+18,1.8364623139647386e+20,9.066575878724095e+21
Số cuối năm,Giá trị khấu hao lũy kế: > Số cuối năm,Số cuối năm,55.525.626.143,13.755.742.806,17.038.638.842,3.602.593.836,24.838.475.592,114.761.077.219,55525626143.0,13755742806.0,17038638842.0,3602593836.0,24838475592.0,114761077219.0
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,
Số đầu năm,Giá trị còn lại: > Số đầu năm,Số đầu năm,449.926.076.239,36.661.494.980,8.963.060.264,382.894.151,52.308.447.095,548.241.972.729,449926076239.0,36661494980.0,8963060264.0,382894151.0,52308447095.0,548241972729.0
Số cuối năm,Giá trị còn lại: > Số cuối năm,Số cuối năm,438.875.496.895,33.078.565.559,6.100.820.249,257.176.952,45.926.804.187,524.238.863.842,438875496895.0,33078565559.0,6100820249.0,257176952.0,45926804187.0,524238863842.0
"Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.","Tài sản cố định hữu hình với giá trị còn lại là 516,3 tỷ VND được sử dụng làm tài sản đảm bảo cho các khoản vay của Công ty như được trình bày tại Thuyết minh số 22.",,,,,,
