row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Tô Như Toàn,Tên > Ông Tô Như Toàn,Ông Tô Như Toàn,Chủ tịch HĐQT,2.456.888.000,2.746.886.000,,2456888000.0,2746886000.0
Bà Nguyễn Diệu Tú,Tên > Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Phó chủ tịch HĐQT,1.528.000.000,481.440.001,,1528000000.0,481440001.0
Ông Tô Như Thắng,Tên > Ông Tô Như Thắng,Ông Tô Như Thắng,Phó chủ tịch HĐQT,1.988.000.000,2.273.000.000,,1988000000.0,2273000000.0
Ông Triệu Hữu Đại,Tên > Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Thành viên HĐQT/Tổng giám đốc,1.757.915.120,1.893.741.380,,1757915120.0,1893741380.0
Ông Trịnh Thanh Hải,Tên > Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Thành viên HĐQT độc lập/ Chủ tịch Ủy ban Kiểm toán,400.000.000,400.000.000,,400000000.0,400000000.0
Bà Đỗ Thị Thanh Phương,Tên > Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Thành viên HĐQT/Phó Chủ tịch Ủy ban Kiểm toán,1.409.384.953,1.432.501.098,,1409384953.0,1432501098.0
Ông Phạm Hồng Châu,Tên > Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Thành viên HĐQT/ Phó Tổng Giám đốc,310.260.000,310.260.000,,310260000.0,310260000.0
Ông Vũ Thanh Tuấn,Tên > Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Phó Tổng Giám đốc,1.628.000.000,1.763.000.000,,1628000000.0,1763000000.0
Ông Lâm Hoàng Đăng,Tên > Ông Lâm Hoàng Đăng,Ông Lâm Hoàng Đăng,Phó Tổng Giám đốc,1.628.000.000,1.358.000.000,,1628000000.0,1358000000.0
Bà Nguyễn Thu Hằng,Tên > Bà Nguyễn Thu Hằng,Bà Nguyễn Thu Hằng,Phó Tổng Giám đốc đến ngày 03 tháng 04 năm 2023,-,501.731.192,,,501731192.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,13.106.448.073,13.160.559.671,,13106448073.0,13160559671.0
