row_label_raw,row_label_full,Bên tư vấn phát hành > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam > Công ty Cổ phần Chứng khoán SSI - Chi nhánh Hà Nội > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,Số cuối năm (VND) > 644.140.356.730 > 244.974.196.347 > 240.332.952.558 > 146.602.057.578,Kỳ hạn trả gốc và lãi > Gốc trái phiếu đáo hạn tháng 1 năm 2027. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 12 năm 2027. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 4 năm 2025. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 6 năm 2026. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,"Lãi suất/năm > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > Lãi suất áp dụng 4 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm > 10,5% > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm",Tài sản đảm bảo > (vi) > 14.000.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty. > 14.520.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty. > 9.600.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.,numeric__Số cuối năm (VND) > 644.140.356.730 > 244.974.196.347 > 240.332.952.558 > 146.602.057.578,numeric__Kỳ hạn trả gốc và lãi > Gốc trái phiếu đáo hạn tháng 1 năm 2027. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 12 năm 2027. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 4 năm 2025. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đáo hạn tháng 6 năm 2026. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,"numeric__Lãi suất/năm > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > Lãi suất áp dụng 4 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm > 10,5% > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm",numeric__Tài sản đảm bảo > (vi) > 14.000.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty. > 14.520.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty. > 9.600.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.276.049.563.213,,,,1276049563213.0,,,
Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,240.332.952.5581.035.716.610.655,,,,2.4033295255810358e+24,,,
"(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.","(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.","(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.","(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.","(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.","(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.","(vi) Đảm bảo bởi phần diện tích sở hữu riêng tầng 1 (sản thương mại – dịch vụ), tầng 2 (sản nhà trẻ, thương mại dịch vụ), tầng 3 và tầng 4 (sản văn phòng cho thuê), tầng 21 (sản thương mại dịch vụ, thể thao), tầng 22 (bề boi, khu phụ trợ, tum thang và tầng kỹ thuật) của Dự án khu hỗn hợp và nhà ở tại số 138B Giảng Võ, phường Kim Mã, quân Ba Đình, Hà Nội thuộc sở hữu của bên thứ ba và 19.800.000 cổ phiếu phổ thông của Công ty được nắm giữ bởi bên liên quan của Công ty.",,,,
