row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Kinh phí bảo trì khối sản thương mại dịch vụ và căn hộ cao tầng các dự án,Ngắn hạn > Kinh phí bảo trì khối sản thương mại dịch vụ và căn hộ cao tầng các dự án,Kinh phí bảo trì khối sản thương mại dịch vụ và căn hộ cao tầng các dự án,79.952.870.793,78.870.217.978,79952870793.0,78870217978.0
"Nhận ký quỹ, ký cược","Ngắn hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",9.070.697.099,10.508.731.338,9070697099.0,10508731338.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",12.465.273.632,11.617.056.941,12465273632.0,11617056941.0
Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),Ngắn hạn > Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),Phải trả ngắn hạn khác cho các bên liên quan (Thuyết minh số 30),7.978.300.021,8.696.300.021,7978300021.0,8696300021.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,109.467.141.545,109.692.306.278,109467141545.0,109692306278.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Nhận góp vốn hợp tác đầu tư (i),Dài hạn > Nhận góp vốn hợp tác đầu tư (i),Nhận góp vốn hợp tác đầu tư (i),170.775.959.961,168.043.719.961,170775959961.0,168043719961.0
"Nhận ký quỹ, ký cược","Dài hạn > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",5.262.928.921,5.343.364.921,5262928921.0,5343364921.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,176.038.888.882,173.387.084.882,176038888882.0,173387084882.0
