row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Chi phí tư vấn,Ngắn hạn > Chi phí tư vấn,Chi phí tư vấn,1.902.953.113,242.350.000,1902953113.0,242350000.0
Chi phí truyền thông quảng cáo,Ngắn hạn > Chi phí truyền thông quảng cáo,Chi phí truyền thông quảng cáo,355.640.597,414.991.446,355640597.0,414991446.0
"Công cụ, dụng cụ xuất dùng","Ngắn hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",124.276.775,108.301.444,124276775.0,108301444.0
Chi phí trả trước ngắn hạn khác,Ngắn hạn > Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,557.888.453,2.786.867.879,557888453.0,2786867879.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,2.940.758.938,3.552.510.769,2940758938.0,3552510769.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Công cụ, dụng cụ phục vụ Dư án Khu dịch vụ cần hộ khách sạn Hồ Tây (i)","Dài hạn > Công cụ, dụng cụ phục vụ Dư án Khu dịch vụ cần hộ khách sạn Hồ Tây (i)","Công cụ, dụng cụ phục vụ Dư án Khu dịch vụ cần hộ khách sạn Hồ Tây (i)",32.861.194.132,51.598.490.592,32861194132.0,51598490592.0
Chi phí hoa hồng môi giới,Dài hạn > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,1.102.105.129,1.303.197.070,1102105129.0,1303197070.0
"Chi phí cải tạo, sửa chữa văn phòng","Dài hạn > Chi phí cải tạo, sửa chữa văn phòng","Chi phí cải tạo, sửa chữa văn phòng",855.882.856,951.061.149,855882856.0,951061149.0
"Công cụ, dụng cụ xuất dùng","Dài hạn > Công cụ, dụng cụ xuất dùng","Công cụ, dụng cụ xuất dùng",548.013.576,942.269.164,548013576.0,942269164.0
Chi phí trả trước dài hạn khác,Dài hạn > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,2.024.601.781,4.052.503.798,2024601781.0,4052503798.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,37.391.797.474,58.847.521.773,37391797474.0,58847521773.0
