row_label_raw,row_label_full,STT,Tên Công ty,Tỷ lệ lợi ích (%),Tỷ lệ biểu quyết (%),Trụ sở chính,Hoạt động chính,numeric__Tên Công ty,numeric__Tỷ lệ lợi ích (%),numeric__Tỷ lệ biểu quyết (%),numeric__Trụ sở chính,numeric__Hoạt động chính
1,1,1,Công ty TNHH MTV Đầu tư Văn Phú - Giảng Võ,100%,100%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Kinh doanh bất động sản,,1.0,1.0,,
2,2,2,Công ty Cổ phần Đầu tư Grand Home,62%,62%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội","Kinh doanh bất động sản, xây lắp",,0.62,0.62,,
3,3,3,Công ty Cổ phần Đầu tư Bất động sản Tân Trí,"82,71%","82,71%","Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Kinh doanh bất động sản,,0.8271,0.8271,,
4,4,4,Công ty Cổ phần Văn Phú Bắc Ái,60%,60%,"Số 129 Đình Tiên Hoàng, Phường 3, Quản Bình Thạnh, Thành phố Hồ Chí Minh",Kinh doanh bất động sản,,0.6,0.6,,
5,5,5,Công ty Cổ phần Văn Phú B&C (**),"62,64%",70%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quản Đống Đa, Thành phố Hà Nội","Tư vấn, môi giới, đấu giá bất động sản",,0.6264,0.7,,
6,6,6,Công ty TNHH Văn Phú Resort – Lộc Bình,100%,100%,"Đường số 7, Khu đồ thị mới An Cửu, Phường An Đông, Thành phố Huế, Tĩnh Thừa Thiên Huế",Kinh doanh bất động sản,,1.0,1.0,,
7,7,7,Công ty Cổ phần Union Success Việt Nam (*),"93,69%","98,16%","Km0+541,95, Tĩnh lộ 359C, Tổ dân phố Xanh Soi, Phường Thủy Đường, Thành phố Thủy Nguyên, Hải Phòng",Kinh doanh bất động sản,,0.9369,0.9815999999999999,,
8,8,8,Công ty Cổ phần Đầu tư và Quản lý Khách sạn Văn Phú,90%,90%,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội",Dịch vụ lưu trú,,0.9,0.9,,
9,9,9,Công ty TNHH Thương mại và Dịch vụ Sơn Thắng (*),89%,99%,"42 Quang Trung, Phường Đồng Hải, Thành phố Đồng Hới, Tĩnh Quảng Bình",Dịch vụ lưu trú,,0.89,0.99,,
