row_label_raw,row_label_full,col_0,"Nơi thành lập, đăng ký hoạt động",31.12.2020,31.12.2020_1,31.12.2019,31.12.2019_1,Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__31.12.2020,numeric__31.12.2020_1,numeric__31.12.2019,numeric__31.12.2019_1,numeric__Hoạt động chính
,,,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu %,Tỷ lệ biểu quyết nắm giữ %,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết nắm giữ %,Hoạt động chính,,,,,,
Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Thành phố Hồ Chí Minh,100,100,100,100,Kinh doanh trang sức,,100.0,100.0,100.0,100.0,
Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Thành phố Hồ Chí Minh,100,100,100,100,"Tư vấn và giám định vàng, bạc và đá quỹ",,100.0,100.0,100.0,100.0,
Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Thành phố Hồ Chí Minh,100,100,100,100,Chế tác và kinh doanh trang sức,,100.0,100.0,100.0,100.0,
Công ty TNHH MTV Kỹ nguyên Khách hàng,Công ty TNHH MTV Kỹ nguyên Khách hàng,Công ty TNHH MTV Kỹ nguyên Khách hàng,Thành phố Hồ Chí Minh,100,100,100,100,Bán lẻ hàng hóa,,100.0,100.0,100.0,100.0,
