row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,1.345.980.468.715,1.506.712.385.551,,,1345980468715.0,1506712385551.0
02,02,02,"Khẩu hao tài sản cố định (""TSCĐ"")","Khẩu hao tài sản cố định (""TSCĐ"")",72.154.867.041,61.066.130.585,,,72154867041.0,61066130585.0
03,03,03,Các khoản dự phòng/(hoản nhập dự phòng),Các khoản dự phòng/(hoản nhập dự phòng),6.391.807.846,(3.414.537.000),,,6391807846.0,-3414537000.0
04,04,04,Lỗ/(lãi) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ/(lãi) chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,177.425.063,(1.242.529.054),,,177425063.0,-1242529054.0
05,05,05,Lỗ/(lãi) từ hoạt động đầu tư,Lỗ/(lãi) từ hoạt động đầu tư,1.237.319.162,(1.456.968.019),,,1237319162.0,-1456968019.0
06,06,06,Chi phí lãi vay,Chi phí lãi vay,154.416.694.276,115.367.610.418,,,154416694276.0,115367610418.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,1.580.358.582.103,1.677.032.092.481,,,1580358582103.0,1677032092481.0
09,09,09,Giảm các khoản phải thu,Giảm các khoản phải thu,17.322.807.863,12.888.586.942,,,17322807863.0,12888586942.0
10,10,10,Giảm/(tăng) hàng tồn kho,Giảm/(tăng) hàng tồn kho,484.514.384.160,(2.062.274.428.226),,,484514384160.0,-2062274428226.0
11,11,11,(Giảm)/tăng các khoản phải trả,(Giảm)/tăng các khoản phải trả,(99.651.505.808),199.226.464.534,,,-99651505808.0,199226464534.0
12,12,12,Tăng chi phí trả trước,Tăng chi phí trả trước,(42.462.273.125),(62.082.212.310),,,-42462273125.0,-62082212310.0
14,14,14,Tiền lãi vay đã trả,Tiền lãi vay đã trả,(155.543.069.575),(114.016.876.155),,,-155543069575.0,-114016876155.0
15,15,15,Thuế TNDN đã nộp,Thuế TNDN đã nộp,(253.134.374.354),(291.572.199.831),,,-253134374354.0,-291572199831.0
17,17,17,Tiền chi khác từ hoạt động kinh doanh,Tiền chi khác từ hoạt động kinh doanh,(34.492.822.139),(20.293.123.341),,,-34492822139.0,-20293123341.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.496.911.729.125,(661.091.695.906),,,1496911729125.0,-661091695906.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,21,21,"Tiền chi để mua sám, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chi để mua sám, xây dựng TSCĐ và các tài sản dài hạn khác",(85.433.646.180),(223.765.922.597),,,-85433646180.0,-223765922597.0
22,22,22,"Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",792.669.960,1.774.979.478,,,792669960.0,1774979478.0
27,27,27,Tiền thu từ lãi tiền gửi,Tiền thu từ lãi tiền gửi,251.771.651,163.983.543,,,251771651.0,163983543.0
30,30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,(84.389.204.569),(221.826.959.576),,,-84389204569.0,-221826959576.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,Tiền thu từ phát hành cổ phiếu,46.375.540.000,68.932.500.000,,,46375540000.0,68932500000.0
32,32,32,Tiền mua lại cổ phiếu đã phát hành,Tiền mua lại cổ phiếu đã phát hành,(1.283.000.000),(2.094.000.000),,,-1283000000.0,-2094000000.0
33,33,33,Tiền thu từ đi vay,Tiền thu từ đi vay,7.432.783.338.336,5.435.682.129.077,,,7432783338336.0,5435682129077.0
34,34,34,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,(8.208.110.896.493),(4.387.362.004.881),,,-8208110896493.0,-4387362004881.0
36,36,36,Tiền chi trả cổ tức,Tiền chi trả cổ tức,(355.099.739.283),(343.875.424.770),,,-355099739283.0,-343875424770.0
40,40,40,Lưu chuyển thuần từ hoạt động tài chính,Lưu chuyển thuần từ hoạt động tài chính,(1.085.334.757.440),771.283.199.426,,,-1085334757440.0,771283199426.0
50,50,50,Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,327.187.767.116,(111.635.456.056),,,327187767116.0,-111635456056.0
60,60,60,Tiền đầu năm,3,95.224.439.008,206.721.179.629,,3.0,95224439008.0,206721179629.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hồi đoái quy đổi ngoại tệ,(177.425.063),138.715.435,,,-177425063.0,138715435.0
70,70,70,Tiền cuối năm,3,422.234.781.061,95.224.439.008,,3.0,422234781061.0,95224439008.0
