row_label_raw,row_label_full,Tại ngày1.1.2020VND,TăngVND,GiảmVND,Tại ngày31.12.2020VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2020VND
300.000.000.000,300.000.000.000,300.000.000.000,953.230.965.374,(938.000.000.000),315.230.965.374,953230965374.0,-938000000000.0,315230965374.0
898.993.052.515,898.993.052.515,898.993.052.515,1.575.154.625.156,(2.029.667.126.278),444.480.551.393,1575154625156.0,-2029667126278.0,444480551393.0
200.000.000.000,200.000.000.000,200.000.000.000,1.060.447.479.845,(1.025.576.039.245),234.871.440.600,1060447479845.0,-1025576039245.0,234871440600.0
-,-,-,295.383.613.627,(150.977.623.867),144.405.989.760,295383613627.0,-150977623867.0,144405989760.0
-,-,-,375.730.954.296,(210.294.107.985),165.436.846.311,375730954296.0,-210294107985.0,165436846311.0
92.799.546.320,92.799.546.320,92.799.546.320,280.828.894.723,(301.291.056.397),72.337.384.646,280828894723.0,-301291056397.0,72337384646.0
-,-,-,68.348.957.900,-,68.348.957.900,68348957900.0,,68348957900.0
97.000.000.000,97.000.000.000,97.000.000.000,242.097.049.000,(274.097.049.000),65.000.000.000,242097049000.0,-274097049000.0,65000000000.0
490.427.204.477,490.427.204.477,490.427.204.477,775.197.642.171,(1.154.376.874.648),111.247.972.000,775197642171.0,-1154376874648.0,111247972000.0
99.971.329.000,99.971.329.000,99.971.329.000,158.907.793.895,(211.540.894.614),47.338.228.281,158907793895.0,-211540894614.0,47338228281.0
-,-,-,262.100.000.000,(217.300.000.000),44.800.000.000,262100000000.0,-217300000000.0,44800000000.0
3.700.000.000,3.700.000.000,3.700.000.000,3.700.000.000,(3.700.000.000),3.700.000.000,3700000000.0,-3700000000.0,3700000000.0
298.893.399.480,298.893.399.480,298.893.399.480,1.248.892.181.869,(1.547.785.581.349),-,1248892181869.0,-1547785581349.0,
-,-,-,62.312.992.680,(62.312.992.680),-,62312992680.0,-62312992680.0,
129.118.090.430,129.118.090.430,129.118.090.430,74.150.187.800,(81.191.550.430),122.076.727.800,74150187800.0,-81191550430.0,122076727800.0
2.610.902.622.222,2.610.902.622.222,2.610.902.622.222,7.436.483.338.336,(8.208.110.896.493),1.839.275.064.065,7436483338336.0,-8208110896493.0,1839275064065.0
