row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2020VND,2019VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,17.681.913.026.177,17.144.251.446.632,,,17681913026177.0,17144251446632.0
02,Mãsố > 02,02,Các khoản giảm trừ doanh thu,,(171.124.375.178),(143.570.366.109),,,-171124375178.0,-143570366109.0
10,Mãsố > 10,10,Doanh thu thuần về bán hàng vàcung cấp dịch vụ,27,17.510.788.650.999,17.000.681.080.523,,27.0,17510788650999.0,17000681080523.0
11,Mãsố > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(14.076.055.770.112),(13.539.967.588.262),,28.0,-14076055770112.0,-13539967588262.0
20,Mãsố > 20,20,Lợi nhuận gộp về bán hàng và cung cấpdịch vụ,,3.434.732.880.887,3.460.713.492.261,,,3434732880887.0,3460713492261.0
21,Mãsố > 21,21,Doanh thu hoạt động tài chính,29,2.368.958.316,16.820.020.734,,29.0,2368958316.0,16820020734.0
22,Mãsố > 22,22,Chi phí tài chính,30,(161.541.087.492),(133.678.118.497),,30.0,-161541087492.0,-133678118497.0
23,Mãsố > 23,23,- Trong đó: Chi phí lãi vay,,(154.416.694.276),(115.367.610.418),,,-154416694276.0,-115367610418.0
25,Mãsố > 25,25,Chi phí bán hàng,31,(1.420.855.653.447),(1.361.807.553.507),,31.0,-1420855653447.0,-1361807553507.0
26,Mãsố > 26,26,Chi phí quản lý doanh nghiệp,32,(505.572.794.605),(475.831.697.930),,32.0,-505572794605.0,-475831697930.0
30,Mãsố > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.349.132.303.659,1.506.216.143.061,,,1349132303659.0,1506216143061.0
31,Mãsố > 31,31,Thu nhập khác,,5.485.848.150,4.760.923.089,,,5485848150.0,4760923089.0
32,Mãsố > 32,32,Chi phí khác,,(8.637.683.094),(4.264.680.599),,,-8637683094.0,-4264680599.0
40,Mãsố > 40,40,(Lỗ)/lợi nhuận khác,,(3.151.834.944),496.242.490,,,-3151834944.0,496242490.0
50,Mãsố > 50,50,Tổng lợi nhuận kế toán trước thuế,,1.345.980.468.715,1.506.712.385.551,,,1345980468715.0,1506712385551.0
51,Mãsố > 51,51,"Chi phí thuế thu nhập doanh nghiệp(""TNDN"") hiện hành",33,(279.422.477.414),(315.667.183.537),,33.0,-279422477414.0,-315667183537.0
52,Mãsố > 52,52,Thu nhập thuế TNDN hoãn lại,33,2.752.113.960,2.879.755.229,,33.0,2752113960.0,2879755229.0
60,Mãsố > 60,60,Lợi nhuận sau thuế TNDN,,1.069.310.105.261,1.193.924.957.243,,,1069310105261.0,1193924957243.0
61,Mãsố > 61,61,Phân bổ cho:Lợi nhuận sau thuế của công ty mẹ,,1.069.310.105.261,1.193.924.957.243,,,1069310105261.0,1193924957243.0
70,Mãsố > 70,70,Lãi cơ bản trên cổ phiếu,25(a),4.308,4.896,,,4308.0,4896.0
71,Mãsố > 71,71,Lãi suy giảm trên cổ phiếu,25(b),4.308,4.896,,,4308.0,4896.0
Nguyễn Thành ĐạtNgười lập,Nguyễn Thành ĐạtNgười lập,Nguyễn Thành ĐạtNgười lập,Nguyễn Thành ĐạtNgười lập,Dương Quang HảiKế toán trưởng,Lê Trí ThôngTổng Giám đốcNgày 15 tháng 3 năm 2021,Lê Trí ThôngTổng Giám đốcNgày 15 tháng 3 năm 2021,,,,
