row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Tại ngày 1 tháng 1 năm 2020,Nguyên giá > Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,542.687.586.739,136.932.296.266,679.619.883.005,542687586739.0,136932296266.0,679619883005.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,41.690.203,4.225.569.101,4.267.259.304,41690203.0,4225569101.0,4267259304.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(96.000.000),(96.000.000),,-96000000.0,-96000000.0
Tại ngày 31 tháng 12 năm 2020,Nguyên giá > Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,542.729.276.942,141.061.865.367,683.791.142.309,542729276942.0,141061865367.0,683791142309.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,
Tại ngày 1 tháng 1 năm 2020,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,-,19.576.762.884,19.576.762.884,,19576762884.0,19576762884.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,-,13.937.494.064,13.937.494.064,,13937494064.0,13937494064.0
"Thanh lý, nhượng bán","Khấu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(96.000.000),(96.000.000),,-96000000.0,-96000000.0
Tại ngày 31 tháng 12 năm 2020,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,-,33.418.256.948,33.418.256.948,,33418256948.0,33418256948.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày 1 tháng 1 năm 2020,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,542.687.586.739,117.355.533.382,660.043.120.121,542687586739.0,117355533382.0,660043120121.0
Tại ngày 31 tháng 12 năm 2020,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,542.729.276.942,107.643.608.419,650.372.885.361,542729276942.0,107643608419.0,650372885361.0
