row_label_raw,row_label_full,col_0,col_1,2020VND,2019VND,numeric__col_1,numeric__2020VND,numeric__2019VND
,,,,2020VND,2019VND,,,
Lãi tiền gửi,Lãi tiền gửi,Lãi tiền gửi,251.771.651,163.983.543,,251771651.0,163983543.0,
Lãi chênh lệch tỷ giá hối đoái đã thực hiện,Lãi chênh lệch tỷ giá hối đoái đã thực hiện,Lãi chênh lệch tỷ giá hối đoái đã thực hiện,2.117.186.665,15.227.671.175,,2117186665.0,15227671175.0,
Lãi thuần do đánh giá lại các khoản cógốc ngoại tệ cuối năm,Lãi thuần do đánh giá lại các khoản cógốc ngoại tệ cuối năm,Lãi thuần do đánh giá lại các khoản cógốc ngoại tệ cuối năm,-,1.242.529.054,,,1242529054.0,
Khác,Khác,Khác,-,185.836.962,,,185836962.0,
,,,2.368.958.316,16.820.020.734,,2368958316.0,16820020734.0,
30,30,30,CHI PHÍ TÀI CHÍNH,CHI PHÍ TÀI CHÍNH,CHI PHÍ TÀI CHÍNH,,,
,,,,2020VND,2019VND,,,
Lãi tiền vay,30 > Lãi tiền vay,Lãi tiền vay,154.416.694.276,115.367.610.418,,154416694276.0,115367610418.0,
Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,30 > Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,Lỗ chênh lệch tỷ giá hối đoái đã thực hiện,3.510.464.614,16.957.712.435,,3510464614.0,16957712435.0,
Lỗ thuần do đánh giá lại các khoản cógốc ngoại tệ cuối năm,30 > Lỗ thuần do đánh giá lại các khoản cógốc ngoại tệ cuối năm,Lỗ thuần do đánh giá lại các khoản cógốc ngoại tệ cuối năm,177.425.063,-,,177425063.0,,
Khác,30 > Khác,Khác,3.436.503.539,1.352.795.644,,3436503539.0,1352795644.0,
,,,161.541.087.492,133.678.118.497,,161541087492.0,133678118497.0,
31,31,31,CHI PHÍ BÁN HÀNG,CHI PHÍ BÁN HÀNG,CHI PHÍ BÁN HÀNG,,,
,,,,2020VND,2019VND,,,
Chi phí nhân viên,31 > Chi phí nhân viên,Chi phí nhân viên,686.547.472.373,653.073.707.061,,686547472373.0,653073707061.0,
Chi phí thuê,31 > Chi phí thuê,Chi phí thuê,258.343.539.717,243.219.168.957,,258343539717.0,243219168957.0,
"Chi phí quảng cáo, tiếp thị","31 > Chi phí quảng cáo, tiếp thị","Chi phí quảng cáo, tiếp thị",146.040.903.385,146.451.795.516,,146040903385.0,146451795516.0,
"Công cụ, dụng cụ","31 > Công cụ, dụng cụ","Công cụ, dụng cụ",106.063.237.322,112.174.354.037,,106063237322.0,112174354037.0,
Chi phí khấu hao,31 > Chi phí khấu hao,Chi phí khấu hao,15.627.150.063,11.750.396.311,,15627150063.0,11750396311.0,
Chi phí dịch vụ mua ngoài,31 > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,120.084.763.960,112.132.295.311,,120084763960.0,112132295311.0,
Khác,31 > Khác,Khác,88.148.586.627,83.005.836.314,,88148586627.0,83005836314.0,
,,,1.420.855.653.447,1.361.807.553.507,,1420855653447.0,1361807553507.0,
