row_label_raw,row_label_full,col_0,col_1,col_2,col_3,col_4,col_5,Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính),numeric__col_1,numeric__col_2,numeric__col_3,numeric__col_4,numeric__col_5,numeric__Mẫu B 09 – DN/HN(Ban hành theo Thông tư số 202/2014/TT-BTCngày 22 tháng 12 năm 2014 của Bộ Tài chính)
Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,Đầu tư vào một công ty liên kết,,,,,,
,,,Số cổ phiếu,31/12/2023% lợi ích kinh tế/ quyền biểu quyết,Giá trị ghi sổ theo phương pháp vốn chủ sở hữu VND,Số cổ phiếu,1/1/2023% lợi ích kinh tế/ quyền biểu quyết,Giá trị ghi sổ theo phương pháp vốn chủ sở hữu VND,,,,,,
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Đầu tư vào một công ty liên kết > Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),20.180.026,"24,94%",2.126.162.912.542,20.180.026,"24,94%",2.135.490.172.000,20180026.0,0.2494,2126162912542.0,20180026.0,0.2494,2135490172000.0
"Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.","Tập đoàn chưa xác định giá trị hợp lý của khoản đầu tư vào một công ty liên kết để thuyết minh trong báo cáo tài chính hợp nhất bởi vi các Chuẩn mực Kế toán Việt Nam, Chế độ Kế toán Doanh nghiệp Việt Nam hiện chưa có hướng dẫn về cách tính giá trị hợp lý sử dụng các kỹ thuật định giá. Giá trị hợp lý của khoản đầu tư này có thể khác với giá trị ghi sổ của chúng.",,,,,,
Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau:,,,,,,
,,,,,,,2023VND,2022VND,,,,,,
Số dư đầu năm,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau: > Số dư đầu năm,Số dư đầu năm,,,,,2.135.490.172.000,2.135.490.172.000,,,,,2135490172000.0,2135490172000.0
Phần lãi trong một công ty liên kết,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau: > Phần lãi trong một công ty liên kết,Phần lãi trong một công ty liên kết,,,,,1.771.754.842,-,,,,,1771754842.0,
Cổ tức đã nhận,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau: > Cổ tức đã nhận,Cổ tức đã nhận,,,,,(11.099.014.300),-,,,,,-11099014300.0,
Số dư cuối năm,Biến động trong năm của khoản đầu tư vào một công ty liên kết như sau: > Số dư cuối năm,Số dư cuối năm,,,,,2.126.162.912.542,2.135.490.172.000,,,,,2126162912542.0,2135490172000.0
