row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2023VND,2022VND,,
Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022),Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022),Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022),Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022),Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022),,
Bán tài sản cố định và chi phí xây dựng cơ bản dở dang,Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022) > Bán tài sản cố định và chi phí xây dựng cơ bản dở dang,Bán tài sản cố định và chi phí xây dựng cơ bản dở dang,-,189.754.661.779,,189754661779.0
Bán hàng hóa và dịch vụ,Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022) > Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,-,64.478.483.573,,64478483573.0
Mua hàng hóa và dịch vụ,Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022) > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,-,38.124.172.204,,38124172204.0
Lợi nhuận được chia từ hợp đồng hợp tác kinh doanh,Công ty TNHH MEATDeli HN – Chi nhánh Hà Nam 01 (công ty con từ ngày 28 tháng 10 năm 2022) > Lợi nhuận được chia từ hợp đồng hợp tác kinh doanh,Lợi nhuận được chia từ hợp đồng hợp tác kinh doanh,-,6.066.666.668,,6066666668.0
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản,,
Thu nhập cố tức,Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản > Thu nhập cố tức,Thu nhập cố tức,11.099.014.300,-,11099014300.0,
Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,,
Thù lao trả cho thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt > Thù lao trả cho thành viên quản lý chủ chốt,Thù lao trả cho thành viên quản lý chủ chốt,11.474.885.424,8.820.880.490,11474885424.0,8820880490.0
