row_label_raw,row_label_full,col_0,Chi phí đất trả trước VND,Công cụ và dụng cụ VND,Heo giống VND,Khác VND,Tổng VND,numeric__Chi phí đất trả trước VND,numeric__Công cụ và dụng cụ VND,numeric__Heo giống VND,numeric__Khác VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,475.545.031.066,13.572.851.102,42.908.985.090,24.118.106.156,556.144.973.414,475545031066.0,13572851102.0,42908985090.0,24118106156.0,556144973414.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,8.546.361.974,-,5.972.991.600,14.519.353.574,,8546361974.0,,5972991600.0,14519353574.0
Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,Chuyển từ tài sản cố định hữu hình,-,795.883.627,-,-,795.883.627,,795883627.0,,,795883627.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,2.773.457.298,41.333.596.293,2.008.579.004,46.115.632.595,,2773457298.0,41333596293.0,2008579004.0,46115632595.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(12.380.265.512),(11.034.775.522),(23.794.008.590),(9.977.718.037),(57.186.767.661),-12380265512.0,-11034775522.0,-23794008590.0,-9977718037.0,-57186767661.0
Thanh lý và xóa sổ,Thanh lý và xóa sổ,Thanh lý và xóa sổ,-,(728.483.627),(14.202.679.053),-,(14.931.162.680),,-728483627.0,-14202679053.0,,-14931162680.0
Phân loại lại,Phân loại lại,Phân loại lại,-,399.172.061,-,(399.172.061),-,,399172061.0,,-399172061.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,463.164.765.554,14.324.466.913,46.245.893.740,21.722.786.662,545.457.912.869,463164765554.0,14324466913.0,46245893740.0,21722786662.0,545457912869.0
