row_label_raw,row_label_full,col_0,31/12/2023,31/12/2023_1,31/12/2023_2,numeric__31/12/2023,numeric__31/12/2023_1,numeric__31/12/2023_2
,,,Tổng khoản thanh toán VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng 1 năm,Trong vòng 1 năm,Trong vòng 1 năm,48.795.417.975,33.162.449.913,15.632.968.062,48795417975.0,33162449913.0,15632968062.0
Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,177.367.885.038,103.220.797.138,74.147.087.900,177367885038.0,103220797138.0,74147087900.0
Sau 5 năm,Sau 5 năm,Sau 5 năm,349.531.443.696,95.758.469.430,253.772.974.266,349531443696.0,95758469430.0,253772974266.0
,,,575.694.746.709,232.141.716.481,343.553.030.228,575694746709.0,232141716481.0,343553030228.0
,,,1/1/2023,1/1/2023,1/1/2023,,,
,,,Tổng khoản thanh toán VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng 1 năm,Trong vòng 1 năm,Trong vòng 1 năm,47.827.986.585,32.573.095.271,15.254.891.314,47827986585.0,32573095271.0,15254891314.0
Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,Trong vòng 2 đến 5 năm,187.131.166.636,114.653.597.410,72.477.569.226,187131166636.0,114653597410.0,72477569226.0
Sau 5 năm,Sau 5 năm,Sau 5 năm,388.141.843.115,117.032.316.176,271.109.526.939,388141843115.0,117032316176.0,271109526939.0
,,,623.100.996.336,264.259.008.857,358.841.987.479,623100996336.0,264259008857.0,358841987479.0
