row_label_raw,row_label_full,col_0,Giá gốc/Số có khả năng trả nợ,Giá gốc/Số có khả năng trả nợ_1,numeric__Giá gốc/Số có khả năng trả nợ,numeric__Giá gốc/Số có khả năng trả nợ_1
,,,31/12/2023VND,1/1/2023VND,,
Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023),,
▪ Công ty Cổ phần Tập đoàn Masan,Công ty mẹ cấp cao nhất (từ ngày 12 tháng 10 năm 2023) > ▪ Công ty Cổ phần Tập đoàn Masan,▪ Công ty Cổ phần Tập đoàn Masan,2.026.872.806,2.234.562.749,2026872806.0,2234562749.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
▪ Công ty Cổ phần Hàng tiêu dùng Masan,Các bên liên quan khác > ▪ Công ty Cổ phần Hàng tiêu dùng Masan,▪ Công ty Cổ phần Hàng tiêu dùng Masan,31.273.533.881,48.243.044.163,31273533881.0,48243044163.0
▪ Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,Các bên liên quan khác > ▪ Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,▪ Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce,18.467.737.992,22.400.000,18467737992.0,22400000.0
▪ Công ty TNHH Một Thành viên Công nghiệp Masan,Các bên liên quan khác > ▪ Công ty TNHH Một Thành viên Công nghiệp Masan,▪ Công ty TNHH Một Thành viên Công nghiệp Masan,8.252.972.975,5.470.167.076,8252972975.0,5470167076.0
▪ Công ty Cổ phần The CrownX,Các bên liên quan khác > ▪ Công ty Cổ phần The CrownX,▪ Công ty Cổ phần The CrownX,1.351.076.181,-,1351076181.0,
▪ Công ty Cổ phần Mobicast,Các bên liên quan khác > ▪ Công ty Cổ phần Mobicast,▪ Công ty Cổ phần Mobicast,13.589.870,-,13589870.0,
▪ Công ty Cổ phần Bột giặt NET,Các bên liên quan khác > ▪ Công ty Cổ phần Bột giặt NET,▪ Công ty Cổ phần Bột giặt NET,12.344.070,-,12344070.0,
