row_label_raw,row_label_full,col_0,1/1/2023Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2023Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2023Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2023Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.295.442.721.231,5.120.689.030.650,(4.881.878.801.448),1.534.252.950.433,1295442721231.0,5120689030650.0,-4881878801448.0,1534252950433.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,597.085.613.557,512.104.141.393,(597.085.613.559),512.104.141.391,597085613557.0,512104141393.0,-597085613559.0,512104141391.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,15.254.891.314,15.667.033.999,(15.288.957.251),15.632.968.062,15254891314.0,15667033999.0,-15288957251.0,15632968062.0
,,,1.907.783.226.102,5.648.460.206.042,(5.494.253.372.258),2.061.990.059.886,1907783226102.0,5648460206042.0,-5494253372258.0,2061990059886.0
Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau:,,,,
,,,Loạitiền,Lãi suấtnăm,31/12/2023VND,1/1/2023VND,,,,
Các khoản vay ngân hàng có đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Các khoản vay ngân hàng có đảm bảo,Các khoản vay ngân hàng có đảm bảo,VND,"6,7% - 9,0%",35.477.720.170,76.125.569.355,,,35477720170.0,76125569355.0
Các khoản vay ngân hàng không đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn như sau: > Các khoản vay ngân hàng không đảm bảo,Các khoản vay ngân hàng không đảm bảo,VND,"3,1% - 10,1%",1.498.775.230.263,1.219.317.151.876,,,1498775230263.0,1219317151876.0
,,,,,1.534.252.950.433,1.295.442.721.231,,,1534252950433.0,1295442721231.0
